interpret_hlavni,id,stazeno,nazev_wiki,popis_en,popis_cs,velikost,zanry,datum_narozeni,datum_umrti,zacatek_pusobeni,konec_pusobeni,zalozeni,zanik,gender,misto_puvodu,zeme_puvodu,obcanstvi,etnicita,hlas,nastroje,oceneni,nabozenstvi,orientace,spotify_id,spotify_odberatele
Ricky Martin,Q128799,True,Ricky Martin,Puerto Rican singer and actor,portorický zpěvák,člověk,"['pop music', 'pop rock', 'Latin pop', 'contemporary R&B', 'dance-pop', 'reggae', 'reggaeton', 'latinskoamerická hudba']",1971,,1984,,,,muž,San Juan,Spojené státy americké,"['Spojené státy americké', 'Španělsko']",,,['hlas'],"['Latin Recording Academy Person of the Year', 'Lo Nuestro Excellence Award', 'Cena Grammy za nejlepší latinské popové album', 'Cena Grammy za nejlepší latinské popové album', 'Latin Grammy Award for Best Male Pop Vocal Album', 'Latin Grammy Award for Best Pop Vocal Album', 'Hvězda na Hollywoodském chodníku slávy', 'Billboard Spirit of Hope Award']",,['homosexualita'],7slfeZO9LsJbWgpkIoXBUJ,
Rihanna,Q36844,True,Rihanna,Barbadian singer and actress (born 1988),barbadosko zpěvačka a herečka,člověk,"['taneční hudba', 'contemporary R&B', 'pop music', 'reggae', 'hip hop', 'elektronická taneční hudba']",1988,,2005,,,,žena,Saint Michael,Barbados,['Barbados'],,['mezzosoprán'],['hlas'],"['Grammy Award for Best Rap/Sung Collaboration', 'American Music Award for Icon', 'Grammy Award for Best Urban Contemporary Album', 'Humanitář roku', 'Cena Grammy za nejlepší taneční nahrávku', 'Grammy Award for Best Rap/Sung Collaboration', 'Cena Grammy za nejlepší rapovou píseň', 'Grammy Award for Best Rap/Sung Collaboration', 'Cena Grammy za nejlepší hudební video', 'Grammy Award for Best Rap/Sung Collaboration', 'Grammy Award for Best Rap/Sung Collaboration', 'Brit Award pro sólovou umělkyni', 'Brit Award pro sólovou umělkyni', 'Time 100']",,,5pKCCKE2ajJHZ9KAiaK11H,
Rita Ora,Q229760,True,Rita Ora,English singer and songwriter,britská zpěvačka-skladatelka a herečka,člověk,"['contemporary R&B', 'urban contemporary']",1990,,2008,,,,žena,Priština,Kosovo,['Spojené království'],['kosovský Albánec'],['mezzosoprán'],"['klavír', 'hlas']","['Bambi Award', 'Los Premios 40 Principales for Best International Video', 'MTV Video Music Award for Best Dance Video', 'QQ Music Awards']",,['bisexualita'],5CCwRZC6euC8Odo6y9X8jr,
Riton,Q7336776,True,Riton,British DJ and music producer,,člověk,['elektronická hudba'],1978,,2001,,,,muž,Newcastle upon Tyne,Spojené království,['Spojené království'],,,,,,,7i9j813KFoSBMldGqlh2Z1,
Ritt Momney,Q105105308,True,Ritt Momney,American singer-songwriter from Utah,americký zpěvák,člověk,"['folk', 'indie pop', 'synthpop']",1999,,2016,,,,muž,Salt Lake City,Spojené státy americké,['Spojené státy americké'],,,,,,,7MPGCB854Qo4alYMOPkBka,
Rixton,Q16672928,True,Push Baby,British pop duo,,hudební skupina,['pop music'],,,2012,,2012,,,Manchester,Spojené království,,,,,,,,0kkxsdcaWmWU2yWAqclDh4,
Robbie Williams,Q47875,True,Robbie Williams,British singer-songwriter (born 1974),britský zpěvák a skladatel,člověk,"['pop music', 'taneční hudba', 'Britpop', 'alternativní rock', 'pop rock', 'soft rock', 'elektronická hudba']",1974,,1990,,,,muž,Stoke-on-Trent,Spojené království,['Spojené království'],,['tenor'],"['hlas', 'kytara', 'basová kytara', 'klávesový nástroj', 'bicí nástroje', 'housle', 'harmonika', 'marimba']","['Amadeus Austrian Music Awards', 'Premios Oye!']",,,2HcwFjNelS49kFbfvMxQYw,
Robert Delong,Q12713042,True,Robert DeLong,American electronic musician & producer,,člověk,['elektronická hudba'],1986,,2010,,,,muž,Bothell,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,42crL07E4WPfVovyUtMpvC,
Robert Grace,Q91121090,True,Robert F Grace,researcher (ORCID 0000-0003-1523-9674),,člověk,,,,,,,,muž,,Česko,,,,,,,,,
Robert Křesťan,Q12049508,True,Robert Křesťan,"Czech singer, composer and translator","český zpěvák, hudební skladatel a překladatel",člověk,['bluegrass'],1958,,,,,,muž,Počátky,Česko,['Česko'],,,,,,,,
Robert Plant,Q428223,True,Robert Plant,English musician and lead vocalist of Led Zeppelin,anglický zpěvák,člověk,"['hard rock', 'heavy metal', 'blues rock', 'folk rock', 'psychedelický rock']",1948,,1965,,,,muž,West Bromwich,Spojené království,['Spojené království'],,['tenor'],"['harmonika', 'hlas']","['komandér Řádu britského impéria', 'Silver Clef Award', 'Vyznamenání Kennedyho centra', 'Americana Award for Duo/Group of the Year']",,,1OwarW4LEHnoep20ixRA0y,
Robin Schulz,Q16231940,True,Robin Schulz,German record producer and DJ,,člověk,['house music'],1987,,2007,,,,muž,Osnabrück,Německo,['Německo'],,,,,,,3t5xRXzsuZmMDkQzgOX35S,
Robin Thicke,Q467423,True,Robin Thicke,"American singer, songwriter, and record producer",americký zpěvák,člověk,"['rhythm and blues', 'soul']",1977,,1994,,,,muž,Los Angeles,Spojené státy americké,['Spojené státy americké'],,['tenor'],"['pianino', 'hlas']",,,,0ZrpamOxcZybMHGg1AYtHP,
Robin Zoot,Q107751694,True,Robin Zoot,,český rapper,člověk,,1991,,,,,,muž,Ústí nad Labem,Česko,['Česko'],,,,,,,,
Robyn,Q229445,True,Robyn,Swedish singer (born 1979),Švédská zpěvačka,člověk,['pop music'],1979,,1989,,,,žena,Maria Magdalena församling,Švédsko,['Švédsko'],,['soprán'],['hlas'],"['Nordic Music Prize', 'Karamelodiktstipendiet', 'Inspiring Fifty Nordic', 'Cena za kulturu Národní organizace ve Švédsku', 'The KTH Great Prize', 'Platinová kytara', 'Musikexportpriset']",,,6UE7nl9mha6s8z0wFQFIZ2,
Roch Jean,Q122382171,True,Roch Jean Baptiste Donas,"Born to a family originally from Angers. French, Painter, sculptor, engraver. Active at the beginning of the 19th century.",,člověk,,,,,,,,muž,,Česko,['Francie'],,,,,,,,
Roddy Ricch,Q59209423,True,Roddy Ricch,American rapper and singer-songwriter,americký rapper,člověk,"['hip hop', 'trap']",1998,,2017,,,,muž,Compton,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,757aE44tKEUQEqRuT6GnEB,
Roger Waters,Q180861,True,Roger Waters,"English musician, co-founder of Pink Floyd (born 1943)",anglický hudebník,člověk,"['progresivní rock', 'art rock', 'psychedelický rock', 'blues rock', 'opera']",1943,,1964,,,,muž,Great Bookham,Spojené království,['Spojené království'],,['baryton'],"['basová kytara', 'kytara', 'hlas']",,['ateismus'],,40DqL6Tv84cKT2pH2NMs9r,
Rohony,Q64080347,True,Rohonyi,family name,příjmení,příjmení,,,,,,,,,,Česko,,,,,,,,,
Roll Deep,Q913194,True,Roll Deep,British hip hop group,,musical collective,"['Grime', 'UK Garage']",,,2001,,2002,,,Londýn,Spojené království,,,,,,,,,
Rolling Stones,Q11036,True,The Rolling Stones,English musical group; rock band,anglická rocková skupina,hudební skupina,"['rock', 'blues rock', 'psychedelický rock', 'protopunk', 'rhythm and blues', 'country rock', 'rock and roll', 'hard rock', 'country', 'blues']",,,1962,,1962,,,Dartford,Spojené království,,,,,"['Rock and Roll Hall of Fame', 'Cena Grammy za celoživotní dílo', 'Cena Grammy za celoživotní dílo', 'Ocenění Juno pro mezinárodní baviče roku', 'MTV Video Vanguard Award', 'Cena Grammy za nejlepší rockové roku', 'Cena Grammy za nejlepší hudební video', 'Cena MTV Video Music za nejlepší vizuální efekty', 'MTV Video Music Award for Best Cinematography', 'Síň slávy Grammy', 'Síň slávy Grammy', 'Síň slávy Grammy', 'Síň slávy Grammy', 'Síň slávy Grammy', 'Síň slávy Grammy']",,,22bE4uQ6baNwSHPVcDxLCe,
Roman Dragoun,Q3562665,True,Roman Dragoun,Czech musician,český hudebník,člověk,['progresivní rock'],1956,,,,,,muž,Písek,Česko,['Česko'],,,"['klávesový nástroj', 'hlas']",,,,,
Roman Holý,Q12049683,True,Roman Holý,Czech singer,český zpěvák a multiinstrumentalista,člověk,,1966,,,,,,muž,Sušice,Česko,"['Česko', 'Československo']",,,"['klávesový nástroj', 'varhany', 'basová kytara', 'bicí souprava', 'hlas']",,,,,
Ronan Keating,Q311467,True,Ronan Keating,Irish singer and songwriter,irský zpěvák,člověk,['pop music'],1977,,1993,,,,muž,Dublin,Spojené království,['Irsko'],,['baryton'],['hlas'],,,,3nlHsNqwCSvT988ZfSW1Yh,
Rooney,Q16882268,True,Rooney,surname of Irish origins,příjmení,příjmení,,,,,,,,,,Česko,,,,,,,,,
Rosa Linn,Q111193171,True,Rosa Linn,armenisk singer-songwriter,,člověk,"['pop music', 'folk pop']",2000,,2013,,,,žena,Vanadzor,Arménie,['Arménie'],,,"['hlas', 'kytara', 'klavír']",,,,46xBNx0j6cwY6sD9LgMTm1,
Rosalía,Q28843759,True,Rosalía,Spanish singer (born 1992),španělská zpěvačka,člověk,"['Latin pop', 'new flamenco', 'Latin R&B', 'reggaeton', 'folk']",1992,,2013,,,,žena,Sant Esteve Sesrovires,Španělsko,['Španělsko'],,['lyrický soprán'],"['hlas', 'palmas']","['Latin Grammy Award for Best Alternative Song', 'Latin Grammy Award for Best Urban Fusion/Performance', 'Premi Ciutat de Barcelona', 'Cena Latin Grammy za album roku', 'Latin Grammy Award for Best Contemporary Pop Vocal Album', 'Latin Grammy Award for Best Urban Song', 'Grammy Award for Best Latin Rock or Alternative Album', 'Latin Grammy Award for Best Urban Fusion/Performance', 'Latin Grammy Award for Best Urban Song', 'Latin Grammy Award for Best Short Form Music Video', 'Cena Latin Grammy za album roku', 'Latin Grammy Award for Best Alternative Music Album', 'Latin Grammy Award for Best Recording Package']",,,7ltDVBr6mKbRvohxheJ9h1,
Route 94,Q15920231,True,Route 94,British DJ and producer,,člověk,"['deep house', 'tech house', 'dubstep']",1993,,2010,,,,muž,Richmond,Spojené království,['Spojené království'],,,,,,,1dgdvbogmctybPrGEcnYf6,
Roxette,Q173790,True,Roxette,Swedish pop duo,švédské hudební duo,pop duo,"['rock', 'pop music', 'Europop', 'pop rock', 'soft rock']",,,1986,2016,1986,,,Halmstad,Švédsko,,,,,['Musikexportpriset'],,,2SHhfs4BiDxGQ3oxqf0UHY,
Royal Gigolos,Q304682,True,Royal Gigolos,band,hudební skupina,hudební skupina,['techno'],,,2003,,2003,,,Krefeld,Německo,,,,,,,,,
Ruda Z Ostravy,Q12036741,True,Michal Kavalčík,"Czech actor, comedian and singer","český herec, komik a zpěvák",člověk,,1975,,,,,,muž,Český Těšín,Česko,['Česko'],,,,,,,,
Rudimental,Q50971,True,Rudimental,British electronic band,britská hudební skupina,hudební skupina,['drum and bass'],,,2010,,2010,,,Hackney,Spojené království,,,,,,,,4WN5naL3ofxrVBgFpguzKo,
Ruel,Q39073987,True,Ruel,British-Australian singer-songwriter,,člověk,['pop music'],2002,,2017,,,,muž,Isleworth,Spojené království,['Austrálie'],,,,,,,5xkAtLTf309LAGZTbvULBn,
Ruslana,Q113415521,True,Ruslana,female given name,ženské křestní jméno,ženské rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Russ,Q19819762,True,Russ,male given name,mužské křestní jméno,mužské rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Ryan Gosling,Q193815,True,Ryan Gosling,Canadian actor,kanadský herec,člověk,"['indie rock', 'folk rock']",1980,,1993,,,,muž,London,Kanada,['Kanada'],,,['violoncello'],"['India Catalina Awards', 'Zlatý glóbus']",,,6kXm2YCtdUOpRYNKeKhfue,
Rybičky 48,Q12050408,True,Rybičky 48,,česká popová hudební skupina,hudební skupina,['pop punk'],,,,,,,,,Česko,,,,,,,,,
Rytmus,Q3488250,True,Rytmus,Slovak rapper,slovenský rapper,člověk,"['hip hop', 'dubstep']",1977,,1992,,,,muž,Kroměříž,Česko,['Slovensko'],,,['hlas'],,,,,
Röyksopp,Q193218,True,Röyksopp,Norwegian electronica duo,hudební skupina,electronica duo,"['synthpop', 'pop music', 'elektronická hudba']",,,1998,,1998,,,Tromsø,Norsko,,,,,"['Tromsø kommunes kulturpris', 'Årets spellemann', 'Spellemannprisen i elektronisk musikk', 'Spellemannova cena za hudební video roku', 'Spellemannova cena za hudební video roku', 'Spellemann Award for group of the year', 'Spellemannprisen i elektronisk musikk', 'Alarmprisen in pop', 'Alarmprisen in electronic music', 'Alarmprisen for best song', 'Píseň roku P3 Gull', 'the P3 award']",,,5nPOO9iTcrs9k6yFffPxjH,690904.0
Různí,Q115480582,True,Ruzniyati binti Mohammad Norwawi,Daughter of Mohammad Norwawi bin Mohammad Lassim (born 1967),,člověk,,1967,,,,,,žena,Temerloh District,Malajsie,,,,,,,,,
Sabaton,Q740159,True,Sabaton,Swedish power metal band,švédská powermetalová skupina,hudební skupina,"['power metal', 'klasický heavy metal']",,,1999,,1999,,,Falun,Švédsko,,,,,,,,3o2dn2O0FCVsWDFSh8qxgG,
Sabrina Carpenter,Q7396400,True,Sabrina Carpenter,American singer and actress,americká herečka a zpěvačka,člověk,"['pop music', 'country']",1999,,2011,,,,žena,Quakertown,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,74KM79TiuVKeVCqs8QtB0B,
Sage The Gemini,Q15080570,True,Sage the Gemini,American rapper,,člověk,"['hip hop', 'hyphy', 'pop rap']",1992,,2008,,,,muž,Fairfield,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,6d47Z08T4snK50HgTEHo5Z,
Saint Jhn,Q52274581,True,Saint Jhn,"Guyanese-American rapper, singer-songwriter and record producer",,člověk,"['contemporary R&B', 'hip hop']",1986,,2010,,,,muž,Brooklyn,Spojené státy americké,['Spojené státy americké'],,,"['hlas', 'kytara']",,,,0H39MdGGX6dbnnQPt6NQkZ,
Sam And The Womp,Q2115414,True,Sam and the Womp,three piece music group from the United Kingdom,,hudební skupina,['elektronická hudba'],,,2009,,2009,,,,,,,,,,,,3tgiOZXeC1DIimfprvfL64,
Sam Feldt,Q20972330,True,Sam Feldt,"Dutch DJ, record producer and entrepreneur",,člověk,"['house music', 'Tropical house']",1993,,2014,,,,muž,Amsterdam,Nizozemsko,['Nizozemské království'],,,['klavír'],,,,20gsENnposVs2I4rQ5kvrf,
Sam Fischer,Q86749847,True,Sam Fischer,Australian singer-songwriter and musician,,člověk,,1991,,2014,,,,muž,Sydney,Austrálie,['Austrálie'],,,,,,,6L1XC7NrmgWRlwAeLJvVtA,
Sam Hunt,Q16223171,True,Sam Hunt,American singer and songwriter,,člověk,['country'],1984,,2006,,,,muž,Cedartown,Spojené státy americké,['Spojené státy americké'],,,['hlas'],['American Music Award for New Artist of the Year'],,,2kucQ9jQwuD8jWdtR9Ef38,
Sam Smith,Q15123969,True,Sam Smith,English singer and songwriter,anglický zpěvák,člověk,"['soul', 'contemporary R&B', 'pop music', 'rhythm and blues']",1992,,2007,,,,nebinární,Londýn,Spojené království,['Spojené království'],,['Kontratenor'],['hlas'],"['Cena Grammy za nahrávku roku', 'Cena Grammy za píseň roku', 'Cena Grammy pro nejlepšího nového umělce', 'Cena Grammy za nejlepší popové vokální album', 'Oscar za nejlepší filmovou píseň', 'BET Award for Best New Artist', 'MOBO Awards', 'Out100', 'Out100']",,['homosexualita'],2wY79sveU1sp5g7SokKOiI,
Samey,Q110746787,True,Samey,Slovak rapper,,člověk,,,,,,,,muž,Košice,Slovensko,['Slovensko'],,,['hlas'],,,,0p0V7LW8i3S22J7xErqdmt,
Samuel Kim,Q42764665,True,Samuel Kim,researcher (ORCID 0000-0001-5237-6358),,člověk,,,,,,,,muž,,Česko,,,,,,,,,
San Holo,Q21621487,True,San Holo,Dutch DJ (born 1990),,člověk,['electro'],1990,,2013,,,,muž,Zoetermeer,Nizozemsko,['Nizozemské království'],,,,['International Dance Music Awards'],,,0jNDKefhfSbLR9sFvcPLHo,
Sandro Cavazza,Q26258299,True,Sandro Cavazza,Swedish singer-songwriter,švédský zpěvák,člověk,['pop music'],1992,,2014,,,,muž,Stockholm,Švédsko,['Švédsko'],,,['hlas'],,,,5JYo7gm2dkyLLlWHjxS7Dy,
Santana,Q873384,True,Santana,American band led by Carlos Santana,hudební skupina,rocková hudební skupina,"['latinskoamerická hudba', 'Latin rock']",,,1967,,1967,,,San Francisco,Spojené státy americké,,,,,"['Cena Grammy za album roku', 'Cena Grammy za nahrávku roku', 'Grammy Award for Best Pop Performance by a Duo or Group with Vocals', 'Cena Latin Grammy za nahrávku roku']",,,6GI52t8N5F02MxU0g5U69P,
Sarah Connor,Q63664,True,Sarah Connor,German singer,,člověk,['pop music'],1980,,2000,,,,žena,Delmenhorst,Německo,['Německo'],,['soprán'],['hlas'],"['Echo Pop pro popovou umělkyni roku', 'Echo Pop pro popovou umělkyni roku']",,,7e52Ytzjj1q71DUj2cSlch,
Sasha,Q17501806,True,Aleksandr,male given name (Александр),mužské rodné jméno (Александр),mužské rodné jméno,,,,,,,,,,Česko,,,,,,,,,
Sasha Alex Sloan,Q51084672,True,Sasha Alex Sloan,American singer-songwriter,americká zpěvačka a skladatelka ruského původu,člověk,['elektropop'],1995,,2015,,,,žena,Boston,Spojené státy americké,['Spojené státy americké'],,,['hlas'],,,,4xnihxcoXWK3UqryOSnbw5,
Schyzo,Q50981751,True,Schyzo,Czech rapper,český rapper,člověk,,1993,,,,,,muž,Praha,Česko,['Česko'],,,['hlas'],,,,,
Scissor Sisters,Q464109,True,Scissor Sisters,American pop/rock band,americká hudební skupina,hudební skupina,"['glam rock', 'pop music', 'elektronická hudba', 'nu-disco', 'Electroclash']",,,2001,,2001,,,New York,Spojené státy americké,,,,,,,,3Y10boYzeuFCJ4Qgp53w6o,
Scooter,Q156255,True,Scooter,German techno band,německá hudební skupina,hudební skupina,"['techno', 'house music', 'acid trance', 'Rave']",,,1993,,1993,,,Hamburk,Německo,,,,,,,,0HlxL5hisLf59ETEPM3cUA,
Scorpions,Q124147,True,Scorpions,German rock band,,rocková hudební skupina,"['hard rock', 'heavy metal']",,,1965,,,,,Hannover,Německo,,,,,"['Evropská kulturní cena Taurus', 'Cena Echo Pop za celoživotní dílo', 'Cena Echo Pop pro nejlepší německou popovou skupinu', 'State Award of Lower Saxony']",,,27T030eWyCQRmDyuvr1kxY,
Script,Q459585,True,The Script,Irish rock band,hudební skupina,hudební skupina,"['pop rock', 'alternativní rock', 'pop music']",,,2001,,2007,,,Dublin,Spojené království,,,,,,,,3AQRLZ9PuTAozP28Skbq8V,
Seafret,Q28109766,True,Seafret,British music duo,,hudební skupina,['indie folk'],,,2015,,2015,,,Bridlington,Spojené království,,,,,,,,4Ly0KABsxlx4fNj63zJTrF,
Seal,Q218091,True,Seal,British singer,britský zpěvák,člověk,"['pop music', 'rhythm and blues', 'soul', 'electronica']",1963,,1989,,,,muž,Paddington,Spojené království,['Spojené království'],,['tenor'],"['kytara', 'hlas']","['Cena Grammy za píseň roku', 'Grammy Award for Best Male Pop Vocal Performance', 'Nejlepší videoklip z filmu', 'Cena Grammy za nahrávku roku', 'Grammy Award for Best Pop Collaboration with Vocals']",,,5GtMEZEeFFsuHY8ad4kOxv,
Sean Kingston,Q216934,True,Sean Kingston,American singer,americký zpěvák,člověk,"['reggae fusion', 'taneční hudba', 'rhythm and blues']",1990,,2006,,,,muž,Miami,Spojené státy americké,['Jamajka'],,,['hlas'],,,,6S0dmVVn4udvppDhZIWxCr,
Sean Paul,Q200577,True,Sean Paul,"Jamaican singer, actor and record producer",jamajský zpěvák,člověk,"['reggae', 'dancehall', 'hip-hop kultura']",1973,,1994,,,,muž,Kingston,Jamajka,['Jamajka'],,,['hlas'],['Grammy Award for Best Reggae Album'],,,3Isy6kedDrgPYoTS1dazA9,
Sebastian,Q93945457,True,Sebastian Navrátil,Czech singer,český zpěvák,člověk,,1991,,,,,,muž,Mnichov,Německo,,,,,,,,1ucovYZ0AOZZ0ZIfjhYFfQ,
Seeb,Q948050,True,Seeb,City in Oman,,město,,,,,,,,,,Česko,,,,,,,,,
Selena Gomez,Q83287,True,Selena Gomez,American singer and actress (born 1992),americká zpěvačka a herečka,člověk,"['pop music', 'dance-pop', 'elektropop', 'pop rock', 'rock', 'heavy metal']",1992,,2001,,,,žena,Grand Prairie,Spojené státy americké,['Spojené státy americké'],,,"['doprovodná kytara', 'hlas', 'bicí nástroje', 'bicí souprava', 'buben']","['Teen Choice Awards 2009', 'Teen Choice Awards 2010', 'Teen Choice Awards 2011', 'Teen Choice Awards 2012', 'Teen Choice Awards 2013', 'Teen Choice Awards 2014', 'American Music Award for Favorite Pop/Rock Female Artist', 'MuchMusic Video Award for Peoples Choice: Favourite International Video', 'Los Premios 40 Principales for Best International Video', 'MTV Video Music Award for Best Pop Video', 'Leading Ladies of Entertainment']",['katolicismus'],,0C8ZW7ezQVs4URX5aX7Kqx,
Separ,Q15905720,True,Separ,Slovák rapper,slovenský rapper,člověk,,1986,,,,,,muž,Bratislava,Slovensko,['Slovensko'],,,['hlas'],,,,,
