hitparada,rok,mesic,week,pozice,album,interpret,interpret_hlavni,vydavatel
SK - ALBUMS - TOP 100,2019,01,,51,Femina,Sima,Sima,Gajlo Records
SK - ALBUMS - TOP 100,2019,01,,52,History,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - ALBUMS - TOP 100,2019,01,,53,20 Naj II,Karol Duchoň,Karol Duchoň,Opus
SK - ALBUMS - TOP 100,2019,01,,54,Poschod13.,Strapo,Strapo,White Trash
SK - ALBUMS - TOP 100,2019,01,,55,Milovaný nenávidený,Momo,Momo,Nedám Sa Okoňovať
SK - ALBUMS - TOP 100,2019,01,,56,Franto,P.A.T.,P.A.T.,Ruka Hore
SK - ALBUMS - TOP 100,2019,01,,57,17,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
SK - ALBUMS - TOP 100,2019,01,,58,amo,Bring Me The Horizon,Bring Me The Horizon,Sony Music
SK - ALBUMS - TOP 100,2019,01,,59,Oppidum,Lenka Filipová,Lenka Filipová,Universal Music
SK - ALBUMS - TOP 100,2019,01,,60,Vyzliecť si človeka,Sima Martausová,Sima Martausová,Ruka Hore
SK - ALBUMS - TOP 100,2019,01,,61,reputation,Taylor Swift,Taylor Swift,Universal Music
SK - ALBUMS - TOP 100,2019,01,,62,Effet Miroir,Zaz,Zaz,Warner Music
SK - ALBUMS - TOP 100,2019,01,,63,Si,Andrea Bocelli,Andrea Bocelli,Universal Music
SK - ALBUMS - TOP 100,2019,01,,64,Memories...Do Not Open,Chainsmokers,Chainsmokers,Sony Music
SK - ALBUMS - TOP 100,2019,01,,65,Neúprosný čas,Kollárovci,Kollárovci,Spinaker
SK - ALBUMS - TOP 100,2019,01,,66,Greatest Hits II (2011 Remaster),Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,01,,67,Pesničky pre deti 3,Různí,Různí,Zune Trade
SK - ALBUMS - TOP 100,2019,01,,68,Speak Your Mind (Deluxe),Anne-Marie,Anne-Marie,Warner Music
SK - ALBUMS - TOP 100,2019,01,,69,Tešíme sa na Ježiška,Miro Jaroš,Miro Jaroš,Galgan Music
SK - ALBUMS - TOP 100,2019,01,,70,7,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2019,01,,71,Molekuly zvuku,Desmod,Desmod,Nan
SK - ALBUMS - TOP 100,2019,01,,72,Box úplne prvých 4 nahrávok,Horkýže Slíže,Horkýže Slíže,Warner Music
SK - ALBUMS - TOP 100,2019,01,,73,Krstný otec,Rytmus,Rytmus,Tvoj Tatko Records
SK - ALBUMS - TOP 100,2019,01,,74,Čosi úsmevné,Dano Heriban,Dano Heriban,Hedart
SK - ALBUMS - TOP 100,2019,01,,75,Garáž,Fobia Kid,Fobia Kid,Fobia Kid
SK - ALBUMS - TOP 100,2019,01,,76,Alfa,Ektor,Ektor,Detektor/Universal Music
SK - ALBUMS - TOP 100,2019,01,,77,Vita Ce N'e,Eros Ramazzotti,Eros Ramazzotti,Universal Music
SK - ALBUMS - TOP 100,2019,01,,78,Navždy,Kontrafakt,Kontrafakt,Universal Music
SK - ALBUMS - TOP 100,2019,01,,79,EvoLucie,Lucie,Lucie,Brainzone
SK - ALBUMS - TOP 100,2019,01,,80,love,Michael Bublé,Michael Bublé,Warner Music
SK - ALBUMS - TOP 100,2019,01,,81,Camila,Camila Cabello,Camila Cabello,Sony Music
SK - ALBUMS - TOP 100,2019,01,,82,Double Album,Miro Žbirka,Miro Žbirka,Universal Music
SK - ALBUMS - TOP 100,2019,01,,83,"Deň, čo mal dávno prísť",Gladiator,Gladiator,Nan
SK - ALBUMS - TOP 100,2019,01,,84,Dva duby,Kandráčovci,Kandráčovci,Forte Production
SK - ALBUMS - TOP 100,2019,01,,85,Slovenské evergreeny,Peter Lipa,Peter Lipa,Nan
SK - ALBUMS - TOP 100,2019,01,,86,Heart To Mouth,Lp,Lp,Universal Music
SK - ALBUMS - TOP 100,2019,01,,87,30,Adam Ďurica,Adam Ďurica,Universal Music
SK - ALBUMS - TOP 100,2019,01,,88,ZG,Deethane,Deethane,Championship Music
SK - ALBUMS - TOP 100,2019,01,,89,LM5,Little Mix,Little Mix,Sony Music
SK - ALBUMS - TOP 100,2019,01,,90,3 (The Purple Album),Lukas Graham,Lukas Graham,Warner Music
SK - ALBUMS - TOP 100,2019,01,,91,Pianko,Peter Nagy,Peter Nagy,Supraphon
SK - ALBUMS - TOP 100,2019,01,,92,ETC,Dara Rolins,Dara Rolins,Nan
SK - ALBUMS - TOP 100,2019,01,,93,Best Of Československé,La Gioia,La Gioia,Nan
SK - ALBUMS - TOP 100,2019,01,,94,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
SK - ALBUMS - TOP 100,2019,01,,95,"Hip, hip, hurá !",Smejko a Tanculienka,Smejko,Spinaker
SK - ALBUMS - TOP 100,2019,01,,96,Best Of,Elán,Elán,Universal Music
SK - ALBUMS - TOP 100,2019,01,,97,DAMN,Kendrick Lamar,Kendrick Lamar,Universal Music
SK - ALBUMS - TOP 100,2019,01,,98,Piesne z DVD Spievankovo 6 a Kráľovná Harmónia,Mária Podhradská & Richard Čanaky,Mária Podhradská,Tonada
SK - ALBUMS - TOP 100,2019,01,,99,Yak Orol,Čis T,Čis T,Chop Down Records
SK - ALBUMS - TOP 100,2019,01,,100,Metallica/Black Album,Metallica,Metallica,Universal Music
SK - ALBUMS - TOP 100,2019,02,,1,Len tak sa tu stíšim,Sima Martausová,Sima Martausová,Nan
SK - ALBUMS - TOP 100,2019,02,,2,"thank u, next",Ariana Grande,Ariana Grande,Universal Music
SK - ALBUMS - TOP 100,2019,02,,3,"Dovi, dopo",Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2019,02,,4,Prepáčte,Dms,Dms,Dms Records
SK - ALBUMS - TOP 100,2019,02,,5,Podla seba,Sima,Sima,Ruka Hore
SK - ALBUMS - TOP 100,2019,02,,6,A Star Is Born,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
SK - ALBUMS - TOP 100,2019,02,,7,Bohemian Rhapsody O.S.T.,Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,02,,8,Origins,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2019,02,,9,Nie som tu náhodou,Majk Spirit,Majk Spirit,Spirit Music
SK - ALBUMS - TOP 100,2019,02,,10,Greatest Hits (Remastered),Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,02,,11,NAVŽDY MLADÝ,Zayo,Zayo,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2019,02,,12,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2019,02,,13,beerbongs & bentleys,Post Malone,Post Malone,Universal Music
SK - ALBUMS - TOP 100,2019,02,,14,Precedens,Ego,Ego,Ego
SK - ALBUMS - TOP 100,2019,02,,15,7,David Guetta,David Guetta,Warner Music
SK - ALBUMS - TOP 100,2019,02,,16,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
SK - ALBUMS - TOP 100,2019,02,,17,Trench,Twenty One Pilots,Twenty One Pilots,Warner Music
SK - ALBUMS - TOP 100,2019,02,,18,Platinum Collection,Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,02,,19,Kamikaze,Eminem,Eminem,Universal Music
SK - ALBUMS - TOP 100,2019,02,,20,20 Naj,Karol Duchoň,Karol Duchoň,Opus
SK - ALBUMS - TOP 100,2019,02,,21,DUMMY BOY,6Ix9Ine,6Ix9Ine,Universal Music
SK - ALBUMS - TOP 100,2019,02,,22,?,Xxxtentacion,Xxxtentacion,Universal Music
SK - ALBUMS - TOP 100,2019,02,,23,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
SK - ALBUMS - TOP 100,2019,02,,24,Budeme to stále my,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - ALBUMS - TOP 100,2019,02,,25,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2019,02,,26,Dezert,Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2019,02,,27,Pesničky pre (ne)poslušné deti 3,Miro Jaroš,Miro Jaroš,Galgan Music
SK - ALBUMS - TOP 100,2019,02,,28,Lavicka Pimpin',Gleb,Gleb,Fck Them
SK - ALBUMS - TOP 100,2019,02,,29,Sweetener,Ariana Grande,Ariana Grande,Universal Music
SK - ALBUMS - TOP 100,2019,02,,30,"Come Over When You're Sober, Pt. 2",Lil Peep,Lil Peep,Sony Music
SK - ALBUMS - TOP 100,2019,02,,31,Šaľene turne (Live),Kandráčovci,Kandráčovci,Kaneron
SK - ALBUMS - TOP 100,2019,02,,32,Celým srdcom,Espe,Espe,Nan
SK - ALBUMS - TOP 100,2019,02,,33,Effet Miroir,Zaz,Zaz,Warner Music
SK - ALBUMS - TOP 100,2019,02,,34,Dua Lipa,Dua Lipa,Dua Lipa,Warner Music
SK - ALBUMS - TOP 100,2019,02,,35,Východná (Live),I.M.T.Smile & Kandráčovci,I.M.T.Smile,Universal Music
SK - ALBUMS - TOP 100,2019,02,,36,"V rádiu hrál Elán, keď umrel ...",Pil C,Pil C,Comebackgang
SK - ALBUMS - TOP 100,2019,02,,37,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
SK - ALBUMS - TOP 100,2019,02,,38,Kam ma zavolá,Heartbeat,Heartbeat,Nan
SK - ALBUMS - TOP 100,2019,02,,39,SKAP,Rytmus,Rytmus,Ruka Hore
SK - ALBUMS - TOP 100,2019,02,,40,Pancier,Separ,Separ,Dms Records
SK - ALBUMS - TOP 100,2019,02,,41,Sokoly,Kandráčovci,Kandráčovci,Forte Production
SK - ALBUMS - TOP 100,2019,02,,42,Diamant,Lvcas Dope & Dj Wich,Lvcas Dope,Fck Them
SK - ALBUMS - TOP 100,2019,02,,43,20 Naj II,Karol Duchoň,Karol Duchoň,Opus
SK - ALBUMS - TOP 100,2019,02,,44,Sbohem Roxano,Yzomandias,Yzomandias,Milion+ Ent
SK - ALBUMS - TOP 100,2019,02,,45,Red Pill Blues,Maroon 5,Maroon 5,Universal Music
SK - ALBUMS - TOP 100,2019,02,,46,Resist,Within Temptation,Within Temptation,Universal Music
SK - ALBUMS - TOP 100,2019,02,,47,Moonglow,Avantasia,Avantasia,Nuclear Blast
SK - ALBUMS - TOP 100,2019,02,,48,Distance Over Time,Dream Theater,Dream Theater,Sony Music
SK - ALBUMS - TOP 100,2019,02,,49,Femina,Sima,Sima,Gajlo Records
SK - ALBUMS - TOP 100,2019,02,,50,Forever,Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,02,,51,Greatest Hits II (2011 Remaster),Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,02,,52,Vyzliecť si človeka,Sima Martausová,Sima Martausová,Ruka Hore
SK - ALBUMS - TOP 100,2019,02,,53,TESTING,A$Ap Rocky,A$Ap Rocky,Sony Music
SK - ALBUMS - TOP 100,2019,02,,54,Pesničky pre (ne)poslušné deti,Miro Jaroš,Miro Jaroš,Galgan Music
SK - ALBUMS - TOP 100,2019,02,,55,Na pravom poludní,Sima Martausová Band,Sima Martausová Band,Nan
SK - ALBUMS - TOP 100,2019,02,,56,17,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
SK - ALBUMS - TOP 100,2019,02,,57,Scorpion,Drake,Drake,Universal Music
SK - ALBUMS - TOP 100,2019,02,,58,Krstný otec,Rytmus,Rytmus,Tvoj Tatko Records
SK - ALBUMS - TOP 100,2019,02,,59,Alfa,Ektor,Ektor,Detektor/Universal Music
SK - ALBUMS - TOP 100,2019,02,,60,Memories...Do Not Open,Chainsmokers,Chainsmokers,Sony Music
SK - ALBUMS - TOP 100,2019,02,,61,History,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - ALBUMS - TOP 100,2019,02,,62,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
SK - ALBUMS - TOP 100,2019,02,,63,Speak Your Mind (Deluxe),Anne-Marie,Anne-Marie,Warner Music
SK - ALBUMS - TOP 100,2019,02,,64,"Všetko, čo mám rád",Ondrej Kandráč a Jeho Kapela,Ondrej Kandráč,Kaneron
SK - ALBUMS - TOP 100,2019,02,,65,reputation,Taylor Swift,Taylor Swift,Universal Music
SK - ALBUMS - TOP 100,2019,02,,66,"Hip, hip, hurá !",Smejko a Tanculienka,Smejko,Spinaker
SK - ALBUMS - TOP 100,2019,02,,67,Poschod13.,Strapo,Strapo,White Trash
SK - ALBUMS - TOP 100,2019,02,,68,Navždy,Kontrafakt,Kontrafakt,Universal Music
SK - ALBUMS - TOP 100,2019,02,,69,VIDA,Luis Fonsi,Luis Fonsi,Universal Music
SK - ALBUMS - TOP 100,2019,02,,70,"Dobrý deň, to som ja",Sima Martausová Band,Sima Martausová Band,Nan
SK - ALBUMS - TOP 100,2019,02,,71,Neúprosný čas,Kollárovci,Kollárovci,Spinaker
SK - ALBUMS - TOP 100,2019,02,,72,Pesničky pre deti 3,Různí,Různí,Zune Trade
SK - ALBUMS - TOP 100,2019,02,,73,Best Of,Elán,Elán,Universal Music
SK - ALBUMS - TOP 100,2019,02,,74,7,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2019,02,,75,DANK,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy/Warner Music
SK - ALBUMS - TOP 100,2019,02,,76,amo,Bring Me The Horizon,Bring Me The Horizon,Sony Music
SK - ALBUMS - TOP 100,2019,02,,77,ZG,Deethane,Deethane,Championship Music
SK - ALBUMS - TOP 100,2019,02,,78,Pustite Karola!,Horkýže Slíže,Horkýže Slíže,Spinaker
SK - ALBUMS - TOP 100,2019,02,,79,Best Of Československé,La Gioia,La Gioia,Nan
SK - ALBUMS - TOP 100,2019,02,,80,Zlom,Nerez & Lucia,Nerez,Warner Music
SK - ALBUMS - TOP 100,2019,02,,81,Taneční liga 202,Různí,Různí,Universal Music
SK - ALBUMS - TOP 100,2019,02,,82,Molekuly zvuku,Desmod,Desmod,Nan
SK - ALBUMS - TOP 100,2019,02,,83,Vita Ce N'e,Eros Ramazzotti,Eros Ramazzotti,Universal Music
SK - ALBUMS - TOP 100,2019,02,,84,Joanne,Lady Gaga,Lady Gaga,Universal Music
SK - ALBUMS - TOP 100,2019,02,,85,Metallica/Black Album,Metallica,Metallica,Universal Music
SK - ALBUMS - TOP 100,2019,02,,86,Garáž,Fobia Kid,Fobia Kid,Fobia Kid
SK - ALBUMS - TOP 100,2019,02,,87,DAMN,Kendrick Lamar,Kendrick Lamar,Universal Music
SK - ALBUMS - TOP 100,2019,02,,88,Polet'iv by'm na kraj sveta,Štefan Štec,Štefan Štec,Nan
SK - ALBUMS - TOP 100,2019,02,,89,Starboy,The Weeknd,The Weeknd,Universal Music
SK - ALBUMS - TOP 100,2019,02,,90,Head Above Water,Avril Lavigne,Avril Lavigne,Warner Music
SK - ALBUMS - TOP 100,2019,02,,91,Camila,Camila Cabello,Camila Cabello,Sony Music
SK - ALBUMS - TOP 100,2019,02,,92,Zlaté hity: Že je mi lúto,Elán,Elán,Universal Music
SK - ALBUMS - TOP 100,2019,02,,93,Dva duby,Kandráčovci,Kandráčovci,Forte Production
SK - ALBUMS - TOP 100,2019,02,,94,3 (The Purple Album),Lukas Graham,Lukas Graham,Warner Music
SK - ALBUMS - TOP 100,2019,02,,95,Piesne z DVD Spievankovo 6 a Kráľovná Harmónia,Mária Podhradská & Richard Čanaky,Mária Podhradská,Tonada
SK - ALBUMS - TOP 100,2019,02,,96,Milovaný nenávidený,Momo,Momo,Nedám Sa Okoňovať
SK - ALBUMS - TOP 100,2019,02,,97,Slovenské evergreeny,Peter Lipa,Peter Lipa,Nan
SK - ALBUMS - TOP 100,2019,02,,98,LM5,Little Mix,Little Mix,Sony Music
SK - ALBUMS - TOP 100,2019,02,,99,Oppidum,Lenka Filipová,Lenka Filipová,Universal Music
SK - ALBUMS - TOP 100,2019,02,,100,Culture II,Migos,Migos,Universal Music
SK - ALBUMS - TOP 100,2019,03,,1,Len tak sa tu stíšim,Sima Martausová,Sima Martausová,Nan
SK - ALBUMS - TOP 100,2019,03,,2,"Dovi, dopo",Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2019,03,,3,A Star Is Born,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
SK - ALBUMS - TOP 100,2019,03,,4,"thank u, next",Ariana Grande,Ariana Grande,Universal Music
SK - ALBUMS - TOP 100,2019,03,,5,Bohemian Rhapsody O.S.T.,Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,03,,6,Prepáčte,Dms,Dms,Dms Records
SK - ALBUMS - TOP 100,2019,03,,7,Podla seba,Sima,Sima,Ruka Hore
SK - ALBUMS - TOP 100,2019,03,,8,Origins,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2019,03,,9,Greatest Hits (Remastered),Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,03,,10,beerbongs & bentleys,Post Malone,Post Malone,Universal Music
SK - ALBUMS - TOP 100,2019,03,,11,Nie som tu náhodou,Majk Spirit,Majk Spirit,Spirit Music
SK - ALBUMS - TOP 100,2019,03,,12,Krtek Money Life,Milion+,Milion+,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2019,03,,13,NAVŽDY MLADÝ,Zayo,Zayo,Fck Them/Universal Music
SK - ALBUMS - TOP 100,2019,03,,14,Precedens,Ego,Ego,Ego
SK - ALBUMS - TOP 100,2019,03,,15,Platinum Collection,Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,03,,16,7,David Guetta,David Guetta,Warner Music
SK - ALBUMS - TOP 100,2019,03,,17,÷ (Divide),Ed Sheeran,Ed Sheeran,Warner Music
SK - ALBUMS - TOP 100,2019,03,,18,Dezert,Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2019,03,,19,Evolve,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2019,03,,20,Kamikaze,Eminem,Eminem,Universal Music
SK - ALBUMS - TOP 100,2019,03,,21,Šaľene turne (Live),Kandráčovci,Kandráčovci,Kaneron
SK - ALBUMS - TOP 100,2019,03,,22,Pesničky pre (ne)poslušné deti 3,Miro Jaroš,Miro Jaroš,Galgan Music
SK - ALBUMS - TOP 100,2019,03,,23,?,Xxxtentacion,Xxxtentacion,Universal Music
SK - ALBUMS - TOP 100,2019,03,,24,Celým srdcom,Espe,Espe,Nan
SK - ALBUMS - TOP 100,2019,03,,25,Lavicka Pimpin',Gleb,Gleb,Fck Them
SK - ALBUMS - TOP 100,2019,03,,26,Trench,Twenty One Pilots,Twenty One Pilots,Warner Music
SK - ALBUMS - TOP 100,2019,03,,27,Budeme to stále my,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - ALBUMS - TOP 100,2019,03,,28,20 Naj,Karol Duchoň,Karol Duchoň,Opus
SK - ALBUMS - TOP 100,2019,03,,29,ASTROWORLD,Travis Scott,Travis Scott,Sony Music
SK - ALBUMS - TOP 100,2019,03,,30,"V rádiu hrál Elán, keď umrel ...",Pil C,Pil C,Comebackgang
SK - ALBUMS - TOP 100,2019,03,,31,Sweetener,Ariana Grande,Ariana Grande,Universal Music
SK - ALBUMS - TOP 100,2019,03,,32,Dua Lipa,Dua Lipa,Dua Lipa,Warner Music
SK - ALBUMS - TOP 100,2019,03,,33,Kam ma zavolá,Heartbeat,Heartbeat,Nan
SK - ALBUMS - TOP 100,2019,03,,34,DUMMY BOY,6Ix9Ine,6Ix9Ine,Universal Music
SK - ALBUMS - TOP 100,2019,03,,35,"Come Over When You're Sober, Pt. 2",Lil Peep,Lil Peep,Sony Music
SK - ALBUMS - TOP 100,2019,03,,36,Sbohem Roxano,Yzomandias,Yzomandias,Milion+ Ent
SK - ALBUMS - TOP 100,2019,03,,37,SKAP,Rytmus,Rytmus,Ruka Hore
SK - ALBUMS - TOP 100,2019,03,,38,Pancier,Separ,Separ,Dms Records
SK - ALBUMS - TOP 100,2019,03,,39,20 Naj II,Karol Duchoň,Karol Duchoň,Opus
SK - ALBUMS - TOP 100,2019,03,,40,Diamant,Lvcas Dope & Dj Wich,Lvcas Dope,Fck Them
SK - ALBUMS - TOP 100,2019,03,,41,Sokoly,Kandráčovci,Kandráčovci,Forte Production
SK - ALBUMS - TOP 100,2019,03,,42,Forever,Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,03,,43,Východná (Live),I.M.T.Smile & Kandráčovci,I.M.T.Smile,Universal Music
SK - ALBUMS - TOP 100,2019,03,,44,Pesničky pre (ne)poslušné deti,Miro Jaroš,Miro Jaroš,Galgan Music
SK - ALBUMS - TOP 100,2019,03,,45,"Dobrý deň, to som ja",Sima Martausová Band,Sima Martausová Band,Nan
SK - ALBUMS - TOP 100,2019,03,,46,Krstný otec,Rytmus,Rytmus,Tvoj Tatko Records
SK - ALBUMS - TOP 100,2019,03,,47,Navždy,Kontrafakt,Kontrafakt,Universal Music
SK - ALBUMS - TOP 100,2019,03,,48,Still on My Mind,Dido,Dido,Warner Music
SK - ALBUMS - TOP 100,2019,03,,49,Red Pill Blues,Maroon 5,Maroon 5,Universal Music
SK - ALBUMS - TOP 100,2019,03,,50,Nevermind (20th Anniversary Edition),Nirvana,Nirvana,Universal Music
SK - ALBUMS - TOP 100,2019,03,,51,Kuk ani muk,Smejko a Tanculienka,Smejko,Spinaker
SK - ALBUMS - TOP 100,2019,03,,52,Youngblood,5 Seconds Of Summer,5 Seconds Of Summer,Universal Music
SK - ALBUMS - TOP 100,2019,03,,53,TESTING,A$Ap Rocky,A$Ap Rocky,Sony Music
SK - ALBUMS - TOP 100,2019,03,,54,Bazén,Korben Dallas,Korben Dallas,Nan
SK - ALBUMS - TOP 100,2019,03,,55,Pesničky pre deti 3,Různí,Různí,Zune Trade
SK - ALBUMS - TOP 100,2019,03,,56,Femina,Sima,Sima,Gajlo Records
SK - ALBUMS - TOP 100,2019,03,,57,Distance Over Time,Dream Theater,Dream Theater,Sony Music
SK - ALBUMS - TOP 100,2019,03,,58,Memories...Do Not Open,Chainsmokers,Chainsmokers,Sony Music
SK - ALBUMS - TOP 100,2019,03,,59,Poschod13.,Strapo,Strapo,White Trash
SK - ALBUMS - TOP 100,2019,03,,60,Scorpion,Drake,Drake,Universal Music
SK - ALBUMS - TOP 100,2019,03,,61,reputation,Taylor Swift,Taylor Swift,Universal Music
SK - ALBUMS - TOP 100,2019,03,,62,17,Xxxtentacion,Xxxtentacion,Bad Vibes Forever/Empire
SK - ALBUMS - TOP 100,2019,03,,63,7,Nik Tendo,Nik Tendo,Milion+ Ent./Universal Music
SK - ALBUMS - TOP 100,2019,03,,64,Effet Miroir,Zaz,Zaz,Warner Music
SK - ALBUMS - TOP 100,2019,03,,65,Alfa,Ektor,Ektor,Detektor/Universal Music
SK - ALBUMS - TOP 100,2019,03,,66,Našou krajinou,Para,Para,Nan
SK - ALBUMS - TOP 100,2019,03,,67,Greatest Hits II (2011 Remaster),Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,03,,68,Vyzliecť si človeka,Sima Martausová,Sima Martausová,Ruka Hore
SK - ALBUMS - TOP 100,2019,03,,69,ZG,Deethane,Deethane,Championship Music
SK - ALBUMS - TOP 100,2019,03,,70,History,I.M.T.Smile,I.M.T.Smile,Universal Music
SK - ALBUMS - TOP 100,2019,03,,71,Deťom 1,Mária Podhradská & Richard Čanaky,Mária Podhradská,Tonada
SK - ALBUMS - TOP 100,2019,03,,72,Metallica/Black Album,Metallica,Metallica,Universal Music
SK - ALBUMS - TOP 100,2019,03,,73,Polet'iv by'm na kraj sveta,Štefan Štec,Štefan Štec,Nan
SK - ALBUMS - TOP 100,2019,03,,74,Speak Your Mind (Deluxe),Anne-Marie,Anne-Marie,Warner Music
SK - ALBUMS - TOP 100,2019,03,,75,DAMN,Kendrick Lamar,Kendrick Lamar,Universal Music
SK - ALBUMS - TOP 100,2019,03,,76,Neúprosný čas,Kollárovci,Kollárovci,Spinaker
SK - ALBUMS - TOP 100,2019,03,,77,"Všetko, čo mám rád",Ondrej Kandráč a Jeho Kapela,Ondrej Kandráč,Kaneron
SK - ALBUMS - TOP 100,2019,03,,78,Taneční liga 202,Různí,Různí,Universal Music
SK - ALBUMS - TOP 100,2019,03,,79,Molekuly zvuku,Desmod,Desmod,Nan
SK - ALBUMS - TOP 100,2019,03,,80,Joanne,Lady Gaga,Lady Gaga,Universal Music
SK - ALBUMS - TOP 100,2019,03,,81,LM5,Little Mix,Little Mix,Sony Music
SK - ALBUMS - TOP 100,2019,03,,82,EvoLucie,Lucie,Lucie,Brainzone
SK - ALBUMS - TOP 100,2019,03,,83,Franto,P.A.T.,P.A.T.,Ruka Hore
SK - ALBUMS - TOP 100,2019,03,,84,"Hip, hip, hurá !",Smejko a Tanculienka,Smejko,Spinaker
SK - ALBUMS - TOP 100,2019,03,,85,Head Above Water,Avril Lavigne,Avril Lavigne,Warner Music
SK - ALBUMS - TOP 100,2019,03,,86,Shine A Light,Bryan Adams,Bryan Adams,Universal Music
SK - ALBUMS - TOP 100,2019,03,,87,"Come Over When You're Sober, Pt. 1",Lil Peep,Lil Peep,Nan
SK - ALBUMS - TOP 100,2019,03,,88,Ultrazvuk,Ultrazvuk,Ultrazvuk,Warner Music
SK - ALBUMS - TOP 100,2019,03,,89,Starboy,The Weeknd,The Weeknd,Universal Music
SK - ALBUMS - TOP 100,2019,03,,90,Best Of,Elán,Elán,Universal Music
SK - ALBUMS - TOP 100,2019,03,,91,"Wasteland, Baby!",Hozier,Hozier,Universal Music
SK - ALBUMS - TOP 100,2019,03,,92,3 (The Purple Album),Lukas Graham,Lukas Graham,Warner Music
SK - ALBUMS - TOP 100,2019,03,,93,DANK,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy/Warner Music
SK - ALBUMS - TOP 100,2019,03,,94,Si,Andrea Bocelli,Andrea Bocelli,Universal Music
SK - ALBUMS - TOP 100,2019,03,,95,Moonglow,Avantasia,Avantasia,Nuclear Blast
SK - ALBUMS - TOP 100,2019,03,,96,Lost On You,Lp,Lp,Universal Music
SK - ALBUMS - TOP 100,2019,03,,97,Piesne z DVD Spievankovo 6 a Kráľovná Harmónia,Mária Podhradská & Richard Čanaky,Mária Podhradská,Tonada
SK - ALBUMS - TOP 100,2019,03,,98,Cool Ice Hits 2019,Různí,Různí,Universal Music
SK - ALBUMS - TOP 100,2019,03,,99,Garáž,Fobia Kid,Fobia Kid,Fobia Kid
SK - ALBUMS - TOP 100,2019,03,,100,Box úplne prvých 4 nahrávok,Horkýže Slíže,Horkýže Slíže,Warner Music
SK - ALBUMS - TOP 100,2019,04,,1,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,Billie Eilish,Universal Music
SK - ALBUMS - TOP 100,2019,04,,2,"Dovi, dopo",Kali,Kali,Kali Records
SK - ALBUMS - TOP 100,2019,04,,3,Len tak sa tu stíšim,Sima Martausová,Sima Martausová,Nan
SK - ALBUMS - TOP 100,2019,04,,4,Prepáčte,Dms,Dms,Dms Records
SK - ALBUMS - TOP 100,2019,04,,5,A Star Is Born,Lady Gaga & Bradley Cooper,Lady Gaga,Universal Music
SK - ALBUMS - TOP 100,2019,04,,6,"thank u, next",Ariana Grande,Ariana Grande,Universal Music
SK - ALBUMS - TOP 100,2019,04,,7,Origins,Imagine Dragons,Imagine Dragons,Universal Music
SK - ALBUMS - TOP 100,2019,04,,8,Bohemian Rhapsody O.S.T.,Queen,Queen,Universal Music
SK - ALBUMS - TOP 100,2019,04,,9,Podla seba,Sima,Sima,Ruka Hore
