,hitparada,rok,mesic,pozice,track,interpret,interpret_hlavni,vydavatel
256735,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,17,Nemůžu si dovolit,Ben Cristovao,Ben Cristovao,Championship Music
256736,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,18,Primetime,Majk Spirit,Majk Spirit,Nan
256737,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,19,Lover,Lenny,Lenny,Universal Music
256738,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,20,Travolta,Mandrage,Mandrage,Universal Music
256739,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,21,Pouta,Slza,Slza,Universal Music
256740,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,22,Víno,Chinaski,Chinaski,Brainzone
256741,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,23,Bomby,Ben Cristovao,Ben Cristovao,Championship Music
256742,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,24,Ona se smála,Mandrage,Mandrage,Universal Music
256743,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,25,Klidná jako voda,Jelen,Jelen,Singlton/universal Music
256744,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,26,Léto lásky,Summer All Stars & Slza,Summer All Stars,Universal Music
256745,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,27,Fáze pád,Slza,Slza,Universal Music
256746,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,28,Záchranný bod,Sebastian,Sebastian,Warner Music
256747,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,29,Vlčí srdce,Jelen,Jelen,Singlton/universal Music
256748,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,30,Boomerang,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy Records
256749,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,31,Prázdnej sex,Ektor,Ektor,Detektor/universal Music
256750,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,32,Pure Girl,Ben Cristovao,Ben Cristovao,Championship Music
256751,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,33,Na vodě,Xindl X,Xindl X,Universal Music
256752,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,34,Tak pojď hledat břeh,Kryštof,Kryštof,I.richmond.p./universal Music
256753,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,35,Toulavá,Sebastian,Sebastian,Warner Music
256754,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,36,Vstříc nekonečnům,Slza,Slza,Universal Music
256755,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,37,Mám jizvu na rtu,Jaromír Nohavica,Jaromír Nohavica,Petarda Production
256756,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,38,Alkohol,Viktor Sheen,Viktor Sheen,Blakkwood Rec.
256757,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,39,Dosnívané,Kali,Kali,Kali Records
256758,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,40,Katarze,Slza,Slza,Universal Music
256759,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,41,Ráno,Atmo Music & Jakub Děkan,Atmo Music,Warner Music
256760,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,42,Štěstí,Lipo & Debbi,Lipo,Singlton/universal Music
256761,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,43,Čsa,Viktor Sheen,Viktor Sheen,Blakkwood Rec.
256762,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,44,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
256763,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,45,Dřep,Ektor,Ektor,Detektor/universal Music
256764,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,46,Cesta,Kryštof & Tomáš Klus,Kryštof,Universal Music
256765,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,47,Hlavolam,Chinaski,Chinaski,Universal Music
256766,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,48,Burlaci,Kabát,Kabát,Warner Music
256767,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,49,Tělo,Ben Cristovao,Ben Cristovao,Championship Music
256768,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,11,50,Nafrněná,Barbora Poláková,Barbora Poláková,Supraphon
256969,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,1,Asio,Ben Cristovao & The Glowsticks,Ben Cristovao,Championship Music
256970,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,2,Taktomabyt,Annet Charitonova & Ben Cristovao,Annet Charitonova,Championship Music
256971,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,3,Vánoční,Johny Machette & Teri Blitzen,Johny Machette,Championship Music
256972,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,4,Hell.o,Lenny,Lenny,Universal Music
256973,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,5,Slovenský klín,Chinaski,Chinaski,Brainzone
256974,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,6,Popelka,Xindl X,Xindl X,Universal Music
256975,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,7,Play,Paulie Garand,Paulie Garand,Ty Nikdy / Universal Music
256976,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,8,Dobré ráno,Tomáš Klus,Tomáš Klus,Tomáš Klus
256977,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,9,Keď sa budú pýtať,Rytmus & Kali,Rytmus,Tvoj Tatko Records
256978,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,10,Každou vteřinou,Poetika,Poetika,Universal Music
256979,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,11,Ty a já,Kryštof,Kryštof,I.richmond.p./universal Music
256980,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,12,Gádže nemíňajú lóve,Rytmus,Rytmus,Tvoj Tatko Records
256981,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,13,Povolanie syn,Rytmus,Rytmus,Tvoj Tatko Records
256982,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,14,Cem šetko a teraz,Rytmus & Ektor,Rytmus,Tvoj Tatko Records
256983,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,15,Tempo,Dj Wich & Kali & Separ,Dj Wich,Nan
256984,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,16,Každý ráno,Chinaski,Chinaski,Brainzone
256985,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,17,Andělská,Karel Gott & Charlotte Ella Gottová,Karel Gott,Supraphon
256986,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,18,Na ostří nože,Ewa Farna,Ewa Farna,Universal Music
256987,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,19,Motivujem mladých ludí,Rytmus,Rytmus,Tvoj Tatko Records
256988,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,20,Pozor,Rytmus,Rytmus,Nan
256989,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,21,Je nám úplne jedno,Rytmus & Separ & James Cole,Rytmus,Tvoj Tatko Records
256990,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,22,Podle sebe,Marpo & Rytmus,Marpo,Brainzone
256991,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,23,Primetime,Majk Spirit,Majk Spirit,Nan
256992,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,24,Neony,Paulie Garand & Miris,Paulie Garand,Ty Nikdy Records
256993,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,25,Nemůžu si dovolit,Ben Cristovao,Ben Cristovao,Championship Music
256994,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,26,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
256995,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,27,Kktko,Rytmus,Rytmus,Tvoj Tatko Records
256996,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,28,Travolta,Mandrage,Mandrage,Universal Music
256997,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,29,Záchranný bod,Sebastian,Sebastian,Warner Music
256998,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,30,Obrazy,Rytmus & Laris Diam,Rytmus,Tvoj Tatko Records
256999,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,31,Bomby,Ben Cristovao,Ben Cristovao,Championship Music
257000,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,32,Ona se smála,Mandrage,Mandrage,Universal Music
257001,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,33,Víno,Chinaski,Chinaski,Brainzone
257002,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,34,Lover,Lenny,Lenny,Universal Music
257003,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,35,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
257004,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,36,Hvězdy,Sebastian,Sebastian,Warner Music
257005,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,37,Fáze pád,Slza,Slza,Universal Music
257006,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,38,Teriyaki,Pil C,Pil C,Comebackgang
257007,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,39,Tak pojď hledat břeh,Kryštof,Kryštof,I.richmond.p./universal Music
257008,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,40,Pouta,Slza,Slza,Universal Music
257009,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,41,Toulavá,Sebastian,Sebastian,Warner Music
257010,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,42,Skutočne kvalitný,Rytmus & Čistychov,Rytmus,Tvoj Tatko Records
257011,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,43,XXXXX_10 minút,Nerieš & Dms,Nerieš,Nan
257012,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,44,Nevinné,Rytmus & Ego,Rytmus,Tvoj Tatko Records
257013,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,45,Klidná jako voda,Jelen,Jelen,Singlton/universal Music
257014,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,46,Půlnoční,Václav Neckář & Umakart,Václav Neckář,Supraphon
257015,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,47,Cesta,Kryštof & Tomáš Klus,Kryštof,Universal Music
257016,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,48,Léto lásky,Summer All Stars & Slza,Summer All Stars,Universal Music
257017,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,49,Boomerang,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy Records
257018,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,12,50,Katarze,Slza,Slza,Universal Music
254419,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,1,Irreplaceable,Carrie Kirsten,Carrie Kirsten,Tubrr
254420,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,2,Prázdnej sex,Ektor,Ektor,Detektor/universal Music
254421,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,3,Ty a já,Kryštof,Kryštof,I.richmond.p./universal Music
254422,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,4,Nafrněná,Barbora Poláková,Barbora Poláková,Supraphon
254423,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,5,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
254424,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,6,Celibát,Slza,Slza,Universal Music
254425,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,7,Primetime,Majk Spirit,Majk Spirit,Nan
254426,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,8,Tak pojď hledat břeh,Kryštof,Kryštof,I.richmond.p./universal Music
254427,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,9,Toulavá,Sebastian,Sebastian,Warner Music
254428,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,10,Ona se smála,Mandrage,Mandrage,Universal Music
254429,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,11,Ráno,Atmo Music & Jakub Děkan,Atmo Music,Warner Music
254430,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,12,Každý ráno,Chinaski,Chinaski,Brainzone
254431,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,13,Katarze,Slza,Slza,Universal Music
254432,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,14,Slovenský klín,Chinaski,Chinaski,Brainzone
254433,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,15,Štěstí,Lipo & Debbi,Lipo,Singlton/universal Music
254434,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,16,Cesta z města,Mirai,Mirai,Universal Music
254435,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,17,Nemůžu si dovolit,Ben Cristovao,Ben Cristovao,Championship Music
254436,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,18,Boomerang,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy Records
254437,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,19,V blbým věku,Xindl X,Xindl X,Universal Music
254438,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,20,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
254439,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,21,Peníze,Ektor & Rytmus,Ektor,Nan
254440,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,22,Cesta,Kryštof & Tomáš Klus,Kryštof,Universal Music
254441,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,23,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
254442,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,24,Srdcebeat,Kryštof,Kryštof,I.richmond.p./universal Music
254443,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,25,Lhůta záruční,Slza,Slza,Universal Music
254444,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,26,Záchranný bod,Sebastian,Sebastian,Warner Music
254445,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,27,Zakázané uvolnění,Michal Hrůza,Michal Hrůza,Universal Music
254446,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,28,Vstříc nekonečnům,Slza,Slza,Universal Music
254447,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,29,Víno,Chinaski,Chinaski,Brainzone
254448,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,30,Polety,Atmo Music,Atmo Music,Warner Music
254449,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,31,Tělo,Ben Cristovao,Ben Cristovao,Championship Music
254450,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,32,Etikety,Slza,Slza,Universal Music
254451,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,33,Labyrint,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy Records
254452,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,34,Hlavolam,Chinaski,Chinaski,Universal Music
254453,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,35,Brouci,Mandrage,Mandrage,Universal Music
254454,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,36,Pozice off,Slza,Slza,Universal Music
254455,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,37,Fáze pád,Slza,Slza,Universal Music
254456,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,38,Láska & hvězdy,Chinaski,Chinaski,Brainzone
254457,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,39,Terapeut,Pavel Callta,Pavel Callta,Warner Music
254458,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,40,V dešti zášti,Slza,Slza,Universal Music
254459,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,41,Atrakce,Slza,Slza,Universal Music
254460,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,42,Andělé,Atmo Music,Atmo Music,Warner Music
254461,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,43,Nádech,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy Records
254462,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,44,Instagram,Ben Cristovao,Ben Cristovao,Championship Music
254463,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,45,Stmívání,Hodiny,Hodiny,Universal Music
254464,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,46,Co bylo dál?,Jelen & Jana Kirschner,Jelen,Singlton/universal Music
254465,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,47,Křídla z mýdla,Kryštof/jaromír Nohavica,Kryštof,Universal Music
254466,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,48,Pláštěnky,Nebe,Nebe,Universal Music
254467,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,49,Magdaléna,Jelen,Jelen,Singlton/universal Music
254468,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,2,50,Pouta,Slza,Slza,Universal Music
254719,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,1,Dřep,Ektor,Ektor,Detektor/universal Music
254720,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,2,Vodskok,Ektor,Ektor,Detektor/universal Music
254721,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,3,Nasávat ten vibe,Ektor,Ektor,Detektor/universal Music
254722,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,4,Ty a já,Kryštof,Kryštof,I.richmond.p./universal Music
254723,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,5,Nafrněná,Barbora Poláková,Barbora Poláková,Supraphon
254724,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,6,Celibát,Slza,Slza,Universal Music
254725,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,7,Primetime,Majk Spirit,Majk Spirit,Nan
254726,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,8,Ona se smála,Mandrage,Mandrage,Universal Music
254727,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,9,Štěstí,Lipo & Debbi,Lipo,Singlton/universal Music
254728,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,10,Prázdnej sex,Ektor,Ektor,Detektor/universal Music
254729,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,11,Irreplaceable,Carrie Kirsten,Carrie Kirsten,Tubrr
254730,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,12,Každý ráno,Chinaski,Chinaski,Brainzone
254731,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,13,Tak pojď hledat břeh,Kryštof,Kryštof,I.richmond.p./universal Music
254732,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,14,Slovenský klín,Chinaski,Chinaski,Brainzone
254733,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,15,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
254734,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,16,Ráno,Atmo Music & Jakub Děkan,Atmo Music,Warner Music
254735,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,17,Toulavá,Sebastian,Sebastian,Warner Music
254736,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,18,Katarze,Slza,Slza,Universal Music
254737,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,19,Nemůžu si dovolit,Ben Cristovao,Ben Cristovao,Championship Music
254738,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,20,Cesta,Kryštof & Tomáš Klus,Kryštof,Universal Music
254739,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,21,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
254740,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,22,Víno,Chinaski,Chinaski,Brainzone
254741,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,23,Boomerang,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy Records
254742,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,24,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
254743,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,25,V blbým věku,Xindl X,Xindl X,Universal Music
254744,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,26,Lhůta záruční,Slza,Slza,Universal Music
254745,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,27,Srdcebeat,Kryštof,Kryštof,I.richmond.p./universal Music
254746,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,28,Peníze,Ektor & Rytmus,Ektor,Nan
254747,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,29,Cesta z města,Mirai,Mirai,Universal Music
254748,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,30,Tělo,Ben Cristovao,Ben Cristovao,Championship Music
254749,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,31,Vstříc nekonečnům,Slza,Slza,Universal Music
254750,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,32,Etikety,Slza,Slza,Universal Music
254751,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,33,Polety,Atmo Music,Atmo Music,Warner Music
254752,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,34,Hlavolam,Chinaski,Chinaski,Universal Music
254753,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,35,Labyrint,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy Records
254754,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,36,Hladovej,Ektor,Ektor,Detektor/universal Music
254755,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,37,Pozice off,Slza,Slza,Universal Music
254756,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,38,Láska & hvězdy,Chinaski,Chinaski,Brainzone
254757,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,39,Křídla z mýdla,Kryštof/jaromír Nohavica,Kryštof,Universal Music
254758,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,40,Záchranný bod,Sebastian,Sebastian,Warner Music
254759,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,41,V dešti zášti,Slza,Slza,Universal Music
254760,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,42,Fáze pád,Slza,Slza,Universal Music
254761,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,43,Atrakce,Slza,Slza,Universal Music
254762,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,44,Stmívání,Hodiny,Hodiny,Universal Music
254763,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,45,Andělé,Atmo Music,Atmo Music,Warner Music
254764,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,46,Zakázané uvolnění,Michal Hrůza,Michal Hrůza,Universal Music
254765,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,47,Každé ráno,Kryštof,Kryštof,Universal Music
254766,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,48,Brouci,Mandrage,Mandrage,Universal Music
254767,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,49,Žijeme len raz,Ego Feat. Robert Burian,Ego,Warner Music
254768,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,3,50,Terapeut,Pavel Callta,Pavel Callta,Warner Music
254969,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,1,Asio,Ben Cristovao & The Glowsticks,Ben Cristovao,Championship Music
254970,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,2,Nafrněná,Barbora Poláková,Barbora Poláková,Supraphon
254971,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,3,Fáze pád,Slza,Slza,Universal Music
254972,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,4,Ty a já,Kryštof,Kryštof,I.richmond.p./universal Music
254973,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,5,Štěstí,Lipo & Debbi,Lipo,Singlton/universal Music
254974,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,6,Slovenský klín,Chinaski,Chinaski,Brainzone
254975,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,7,Dřep,Ektor,Ektor,Detektor/universal Music
254976,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,8,Primetime,Majk Spirit,Majk Spirit,Nan
254977,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,9,Katarze,Slza,Slza,Universal Music
254978,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,10,Irreplaceable,Carrie Kirsten,Carrie Kirsten,Tubrr
254979,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,11,Valerie,Atmo Music,Atmo Music,Warner Music
254980,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,12,Celibát,Slza,Slza,Universal Music
254981,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,13,Tak pojď hledat břeh,Kryštof,Kryštof,I.richmond.p./universal Music
254982,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,14,Prázdnej sex,Ektor,Ektor,Detektor/universal Music
254983,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,15,Každý ráno,Chinaski,Chinaski,Brainzone
254984,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,16,Ona se smála,Mandrage,Mandrage,Universal Music
254985,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,17,Toulavá,Sebastian,Sebastian,Warner Music
254986,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,18,Sweet Chilli,Ben Cristovao,Ben Cristovao,Championship Music
254987,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,19,Těžký váhy,Ben Cristovao,Ben Cristovao,Championship Music
254988,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,20,Vodskok,Ektor,Ektor,Detektor/universal Music
254989,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,21,Nemůžu si dovolit,Ben Cristovao,Ben Cristovao,Championship Music
254990,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,22,Ráno,Atmo Music & Jakub Děkan,Atmo Music,Warner Music
254991,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,23,Cudzinka v tvojej zemi,Xindl X & Mirka Miškechová,Xindl X,Universal Music
254992,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,24,Nasávat ten vibe,Ektor,Ektor,Detektor/universal Music
254993,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,25,Lhůta záruční,Slza,Slza,Universal Music
254994,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,26,Boomerang,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy Records
254995,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,27,Etikety,Slza,Slza,Universal Music
254996,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,28,Cesta,Kryštof & Tomáš Klus,Kryštof,Universal Music
254997,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,29,Srdcebeat,Kryštof,Kryštof,I.richmond.p./universal Music
254998,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,30,Tělo,Ben Cristovao,Ben Cristovao,Championship Music
254999,CZ - SINGLES DIGITAL - TOP 50  CZ,2016,4,31,Víno,Chinaski,Chinaski,Brainzone
