,hitparada,rok,mesic,pozice,track,interpret,interpret_hlavni,vydavatel
264388,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,20,Chci tančit,Mirai,Mirai,Universal Music
264389,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,21,Síla starejch vín,Škwor,Škwor,Supraphon
264390,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,22,Me Gusta,Mikolas Josef,Mikolas Josef,Sony Music
264391,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,23,Maria,Stein27,Stein27,Mike Roft Records/warner Music
264392,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,24,YYASMIN (feat. Yzomandias),Zayo,Zayo,Fck Them/universal Music
264393,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,25,Potkal jsem tě po letech,Chinaski,Chinaski,Brainzone
264394,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,26,Návraty,Paulie Garand & Kenny Rough,Paulie Garand,Ty Nikdy/warner Music
264395,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,27,Planeta Země,Stein27,Stein27,Mike Roft Records/warner Music
264396,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,28,Kancelář,Ektor,Ektor,Detektor/universal Music
264397,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,29,"KILO (feat. Yzomandias, Nik Tendo & Separ)",Milion+,Milion+,Milion+ Ent./universal Music
264398,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,30,Než bude po všem,Ektor,Ektor,Detektor/universal Music
264399,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,31,Teen Love,Nik Tendo & Decky Beats,Nik Tendo,Milion+ Ent./universal Music
264400,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,32,Nevadí,Ektor,Ektor,Detektor/universal Music
264401,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,33,Nedává to smysl,Ektor,Ektor,Detektor/universal Music
264402,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,34,Malá dáma,Kabát,Kabát,Warner Music
264403,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,35,Plakala,Divokej Bill,Divokej Bill,Warner Music
264404,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,36,Perfect Week,Calin,Calin,Mike Roft Records/warner Music
264405,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,37,Děvče v první řadě (feat. Ben Cristovao),Calin,Calin,Mike Roft Records/warner Music
264406,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,38,Poslední grál (feat. Nik Tendo),Sheen & Jickson,Sheen,Milion+ Ent./universal Music
264407,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,39,Holly Molly,Yzomandias & Lvcas Dope,Yzomandias,Milion+ Ent
264408,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,40,Každý ráno,Chinaski,Chinaski,Brainzone
264409,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,41,Dopis (feat. Barber),Calin,Calin,Mike Roft Records/warner Music
264410,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,42,Motýli,Mandrage,Mandrage,Universal Music
264411,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,43,Zůstaň tu se mnou (Za sny),Kryštof,Kryštof,I.richmond.p./universal Music
264412,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,44,Abu Dhabi,Mikolas Josef,Mikolas Josef,Sony Music
264413,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,45,Tajemství,Earth,Earth,Earth
264414,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,46,Mašina,Ektor,Ektor,Detektor/universal Music
264415,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,47,Kordylery,Yzomandias,Yzomandias,Milion+ Ent
264416,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,48,Caviar,Vadak,Vadak,Vadim Tkachenko
264417,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,49,Prázdnej sex,Ektor,Ektor,Detektor/universal Music
264418,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,4,50,Vozíme (feat. Gyza & Ben Cristovao),Ego,Ego,Ego
264619,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,1,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
264620,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,2,Sám (feat. Nik Tendo),Hasan,Hasan,Milion+ Ent./universal Music
264621,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,3,Aleiaio,Ben Cristovao,Ben Cristovao,Championship Music
264622,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,4,Kytky z pumpy,Renne Dang,Renne Dang,Blakkwood/universal Music
264623,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,5,Zlato,Viktor Sheen,Viktor Sheen,Viktor Sheen
264624,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,6,"BUDE LÍP (feat. Nik Tendo, Hasan & Kamil Hoffmann)",Milion+,Milion+,Milion+ Ent./universal Music
264625,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,7,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
264626,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,8,Deja Vu (feat. Yzomandias),Viktor Sheen,Viktor Sheen,Viktor Sheen
264627,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,9,Srdce nehasnou,Karel Gott/charlotte Ella Gottová,Karel Gott,Supraphon
264628,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,10,Ghost Rider (feat. Viktor Sheen & Yzomandias),Hasan,Hasan,Milion+ Ent./universal Music
264629,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,11,Letím nahoru,Hasan,Hasan,Milion+ Ent./universal Music
264630,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,12,Alkohol a Molly,Viktor Sheen,Viktor Sheen,Viktor Sheen
264631,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,13,Sladká,Dorian,Dorian,Blakkwood/universal Music
264632,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,14,Když zavřu oči,Hasan,Hasan,Milion+ Ent./universal Music
264633,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,15,Demons (feat. Nik Tendo),Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
264634,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,16,Mráz,Viktor Sheen,Viktor Sheen,Viktor Sheen
264635,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,17,Zlatíčka,Kapitán Demo,Kapitán Demo,Kapitán Demo
264636,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,18,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
264637,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,19,Cizí sny (feat. Luisa),Viktor Sheen,Viktor Sheen,Viktor Sheen
264638,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,20,Midnight (feat. Calin),Hasan,Hasan,Milion+ Ent./universal Music
264639,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,21,3 kolesa,Viktor Sheen,Viktor Sheen,Viktor Sheen
264640,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,22,Rick nebo Raf,Yzomandias,Yzomandias,Milion+ Ent./universal Music
264641,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,23,Minulost,Hasan,Hasan,Milion+ Ent./universal Music
264642,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,24,Nekonečno,Viktor Sheen,Viktor Sheen,Viktor Sheen
264643,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,25,Nápisy,Viktor Sheen,Viktor Sheen,Viktor Sheen
264644,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,26,Příběhy,Viktor Sheen,Viktor Sheen,Viktor Sheen
264645,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,27,Sedm (feat. Hasan),Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
264646,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,28,Rip (feat. Karlo),Viktor Sheen,Viktor Sheen,Viktor Sheen
264647,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,29,Za 100 let,Za100let,Za100let,Supraphon
264648,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,30,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
264649,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,31,Cizí zeď,Onemanshow Foundation,Onemanshow Foundation,Warner Music
264650,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,32,OTCHI,Mirai,Mirai,Universal Music
264651,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,33,Avocado,Hasan,Hasan,Milion+ Ent./universal Music
264652,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,34,Modrá záře (feat. Kamil Hoffmann),Hasan,Hasan,Milion+ Ent./universal Music
264653,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,35,Insomnia (feat. Karlo),Hasan,Hasan,Milion+ Ent./universal Music
264654,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,36,Crunk Jackpot (feat. Yzomandias),Smack,Smack,Archetyp 51
264655,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,37,"CHTĚLY BY TO MÍT (feat. Nik Tendo, Kamil Hoffmann,",Milion+,Milion+,Milion+ Ent./universal Music
264656,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,38,Přítomnost/budoucnost,Hasan,Hasan,Milion+ Ent./universal Music
264657,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,39,Poslední grál (feat. Nik Tendo),Sheen & Jickson,Sheen,Milion+ Ent./universal Music
264658,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,40,"HULILA HULILA (feat. Hasan, Nik Tendo & Karlo)",Milion+,Milion+,Milion+ Ent./universal Music
264659,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,41,Andělé skit,Viktor Sheen,Viktor Sheen,Viktor Sheen
264660,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,42,"Když nemůžeš, tak přidej",Mirai,Mirai,Universal Music
264661,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,43,"Mami, koukej, jsem frajer!",Sensey,Sensey,Universal Music
264662,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,44,Skrjud (feat. Nik Tendo),Dalyb,Dalyb,Fck Them
264663,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,45,Chci tančit,Mirai,Mirai,Universal Music
264664,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,46,Voodoo,Earth,Earth,Earth
264665,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,47,"Z nuly na sto (feat.Yzomandias,Hasan,Nik Tendo..)",Milion+,Milion+,Milion+ Ent./universal Music
264666,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,48,Síla starejch vín,Škwor,Škwor,Supraphon
264667,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,49,Maria,Stein27,Stein27,Mike Roft Records/warner Music
264668,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,5,50,Sunday,Hasan,Hasan,Milion+ Ent./universal Music
264869,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,1,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
264870,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,2,Aleiaio,Ben Cristovao,Ben Cristovao,Championship Music
264871,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,3,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
264872,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,4,Alkohol a Molly,Viktor Sheen,Viktor Sheen,Viktor Sheen
264873,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,5,Mráz,Viktor Sheen,Viktor Sheen,Viktor Sheen
264874,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,6,Sold Out (feat. Nik Tendo),Yzomandias,Yzomandias,Milion+ Ent./universal Music
264875,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,7,Zlato,Viktor Sheen,Viktor Sheen,Viktor Sheen
264876,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,8,Kytky z pumpy,Renne Dang,Renne Dang,Blakkwood/universal Music
264877,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,9,Deja Vu (feat. Yzomandias),Viktor Sheen,Viktor Sheen,Viktor Sheen
264878,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,10,666 (feat. Youv Dee),Yzomandias,Yzomandias,Milion+ Ent./universal Music
264879,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,11,"BUDE LÍP (feat. Nik Tendo, Hasan & Kamil Hoffmann)",Milion+,Milion+,Milion+ Ent./universal Music
264880,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,12,Sladká,Dorian,Dorian,Blakkwood/universal Music
264881,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,13,Acapella (feat. Fito Blanko & Frankie J),Mikolas Josef,Mikolas Josef,Vivienne Records
264882,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,14,"Lui, Gucci, Fendi",Yzomandias,Yzomandias,Milion+ Ent./universal Music
264883,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,15,Cizí sny (feat. Luisa),Viktor Sheen,Viktor Sheen,Viktor Sheen
264884,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,16,Demons (feat. Nik Tendo),Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
264885,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,17,3 kolesa,Viktor Sheen,Viktor Sheen,Viktor Sheen
264886,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,18,Zlatíčka,Kapitán Demo,Kapitán Demo,Kapitán Demo
264887,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,19,Nekonečno,Viktor Sheen,Viktor Sheen,Viktor Sheen
264888,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,20,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
264889,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,21,Nápisy,Viktor Sheen,Viktor Sheen,Viktor Sheen
264890,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,22,Život je boj (bude hůř) (feat. Robin Zoot),Yzomandias,Yzomandias,Milion+ Ent./universal Music
264891,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,23,Nik Tendo - Scale To Fit,Yzomandias,Yzomandias,Milion+ Ent./universal Music
264892,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,24,Sedm (feat. Hasan),Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
264893,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,25,Příběhy,Viktor Sheen,Viktor Sheen,Viktor Sheen
264894,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,26,Král ani hvězda,Yzomandias,Yzomandias,Milion+ Ent./universal Music
264895,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,27,Rip (feat. Karlo),Viktor Sheen,Viktor Sheen,Viktor Sheen
264896,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,28,"Mami, koukej, jsem frajer!",Sensey,Sensey,Universal Music
264897,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,29,Kyjev,Yzomandias,Yzomandias,Milion+ Ent./universal Music
264898,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,30,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
264899,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,31,Dělám stojky,Berenika Kohoutová,Berenika Kohoutová,Universal Music
264900,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,32,Anakonda,Sergei Barracuda,Sergei Barracuda,Azurit Kingdom
264901,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,33,Sám (feat. Nik Tendo),Hasan,Hasan,Milion+ Ent./universal Music
264902,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,34,Yasmin (feat. Zayo),Yzomandias,Yzomandias,Milion+ Ent./universal Music
264903,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,35,Hačikó,Stein27,Stein27,Mike Roft Records/warner Music
264904,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,36,Za 100 let,Za100let,Za100let,Supraphon
264905,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,37,Rick nebo Raf,Yzomandias,Yzomandias,Milion+ Ent./universal Music
264906,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,38,Nech ju,Yzomandias,Yzomandias,Milion+ Ent./universal Music
264907,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,39,Matfyzák na discu,Pokáč,Pokáč,Warner Music
264908,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,40,Srdce nehasnou,Karel Gott/charlotte Ella Gottová,Karel Gott,Supraphon
264909,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,41,Teď ani pak,Yzomandias,Yzomandias,Milion+ Ent./universal Music
264910,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,42,Western,Yzomandias,Yzomandias,Milion+ Ent./universal Music
264911,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,43,Denně vožralej (feat. Karlo),Yzomandias,Yzomandias,Milion+ Ent./universal Music
264912,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,44,Cizí zeď,Onemanshow Foundation,Onemanshow Foundation,Warner Music
264913,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,45,Bílá jako sníh,Sergei Barracuda,Sergei Barracuda,Azurit Kingdom
264914,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,46,Emma a Hanna (feat. Nik Tendo & Robin Zoot),Yzomandias,Yzomandias,Milion+ Ent./universal Music
264915,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,47,"CHTĚLY BY TO MÍT (feat. Nik Tendo, Kamil Hoffmann,",Milion+,Milion+,Milion+ Ent./universal Music
264916,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,48,OTCHI,Mirai,Mirai,Universal Music
264917,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,49,HaBiBi,Yzomandias,Yzomandias,Milion+ Ent./universal Music
264918,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,6,50,Moje backstage (feat. Viktor Sheen),Yzomandias,Yzomandias,Milion+ Ent./universal Music
265119,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,1,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
265120,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,2,Aleiaio,Ben Cristovao,Ben Cristovao,Championship Music
265121,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,3,Zlatíčka,Kapitán Demo,Kapitán Demo,Kapitán Demo
265122,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,4,Dopis v láhvi,Earth,Earth,Earth
265123,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,5,Mráz,Viktor Sheen,Viktor Sheen,Viktor Sheen
265124,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,6,Nik Tendo - Scale To Fit,Yzomandias,Yzomandias,Milion+ Ent./universal Music
265125,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,7,Kytky z pumpy,Renne Dang,Renne Dang,Blakkwood/universal Music
265126,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,8,Alkohol a Molly,Viktor Sheen,Viktor Sheen,Viktor Sheen
265127,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,9,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
265128,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,10,Sladká,Dorian,Dorian,Blakkwood/universal Music
265129,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,11,Zlato,Viktor Sheen,Viktor Sheen,Viktor Sheen
265130,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,12,"BUDE LÍP (feat. Nik Tendo, Hasan & Kamil Hoffmann)",Milion+,Milion+,Milion+ Ent./universal Music
265131,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,13,O trochu líp (feat. Rest),Renne Dang,Renne Dang,Blakkwood/universal Music
265132,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,14,Acapella (feat. Fito Blanko & Frankie J),Mikolas Josef,Mikolas Josef,Vivienne Records
265133,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,15,Sedm (feat. Hasan),Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
265134,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,16,Dělám stojky,Berenika Kohoutová,Berenika Kohoutová,Universal Music
265135,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,17,Svaz českých bohémů,Wohnout,Wohnout,Warner Music
265136,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,18,Za 100 let,Za100let,Za100let,Supraphon
265137,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,19,3 kolesa,Viktor Sheen,Viktor Sheen,Viktor Sheen
265138,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,20,Srdce nehasnou,Karel Gott/charlotte Ella Gottová,Karel Gott,Supraphon
265139,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,21,Cizí sny (feat. Luisa),Viktor Sheen,Viktor Sheen,Viktor Sheen
265140,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,22,Deja Vu (feat. Yzomandias),Viktor Sheen,Viktor Sheen,Viktor Sheen
265141,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,23,Nekonečno,Viktor Sheen,Viktor Sheen,Viktor Sheen
265142,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,24,"Lui, Gucci, Fendi",Yzomandias,Yzomandias,Milion+ Ent./universal Music
265143,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,25,Demons (feat. Nik Tendo),Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
265144,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,26,Nápisy,Viktor Sheen,Viktor Sheen,Viktor Sheen
265145,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,27,Cizí zeď,Onemanshow Foundation,Onemanshow Foundation,Warner Music
265146,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,28,Barvy,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
265147,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,29,"Mami, koukej, jsem frajer!",Sensey,Sensey,Universal Music
265148,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,30,Matfyzák na discu,Pokáč,Pokáč,Warner Music
265149,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,31,Sám (feat. Nik Tendo),Hasan,Hasan,Milion+ Ent./universal Music
265150,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,32,"CHTĚLY BY TO MÍT (feat. Nik Tendo, Kamil Hoffmann,",Milion+,Milion+,Milion+ Ent./universal Music
265151,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,33,Plakala,Divokej Bill,Divokej Bill,Warner Music
265152,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,34,Každý ráno,Chinaski,Chinaski,Brainzone
265153,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,35,Sold Out (feat. Nik Tendo),Yzomandias,Yzomandias,Milion+ Ent./universal Music
265154,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,36,Play (feat. Fobia Kid),Nik Tendo,Nik Tendo,Milion+ Ent./universal Music
265155,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,37,Život je boj (bude hůř) (feat. Robin Zoot),Yzomandias,Yzomandias,Milion+ Ent./universal Music
265156,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,38,Síla starejch vín,Škwor,Škwor,Supraphon
265157,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,39,Hačikó,Stein27,Stein27,Mike Roft Records/warner Music
265158,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,40,Self Made Snippet (feat. Separ),Yzomandias,Yzomandias,Milion+ Ent./universal Music
265159,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,41,Potkal jsem tě po letech,Chinaski,Chinaski,Brainzone
265160,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,42,Malá dáma,Kabát,Kabát,Warner Music
265161,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,43,"Když nemůžeš, tak přidej",Mirai,Mirai,Universal Music
265162,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,44,Teen Love,Nik Tendo & Decky Beats,Nik Tendo,Milion+ Ent./universal Music
265163,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,45,"HULILA HULILA (feat. Hasan, Nik Tendo & Karlo)",Milion+,Milion+,Milion+ Ent./universal Music
265164,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,46,Ona chce tančit (feat. Viktor Sheen),Calin,Calin,Mike Roft Records/warner Music
265165,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,47,Příběhy,Viktor Sheen,Viktor Sheen,Viktor Sheen
265166,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,48,"Z nuly na sto (feat.Yzomandias,Hasan,Nik Tendo..)",Milion+,Milion+,Milion+ Ent./universal Music
265167,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,49,Maria,Stein27,Stein27,Mike Roft Records/warner Music
265168,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,7,50,Kancelář,Ektor,Ektor,Detektor/universal Music
265369,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,8,1,"Až na měsíc (feat. Calin, Hasan & Nik Tendo)",Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
265370,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,8,2,Mráz,Viktor Sheen,Viktor Sheen,Viktor Sheen
265371,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,8,3,Zlatíčka,Kapitán Demo,Kapitán Demo,Kapitán Demo
265372,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,8,4,Aleiaio,Ben Cristovao,Ben Cristovao,Championship Music
265373,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,8,5,Kytky z pumpy,Renne Dang,Renne Dang,Blakkwood/universal Music
265374,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,8,6,Sladká,Dorian,Dorian,Blakkwood/universal Music
265375,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,8,7,Alkohol a Molly,Viktor Sheen,Viktor Sheen,Viktor Sheen
265376,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,8,8,Nik Tendo - Scale To Fit,Yzomandias,Yzomandias,Milion+ Ent./universal Music
265377,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,8,9,Černobílej svět,Viktor Sheen,Viktor Sheen,Viktor Sheen/warner Music
265378,CZ - SINGLES DIGITAL - TOP 50  CZ,2019,8,10,Acapella (feat. Fito Blanko & Frankie J),Mikolas Josef,Mikolas Josef,Vivienne Records
