,hitparada,rok,tyden,week,pozice,track,interpret,interpret_hlavni,vydavatel
212,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,13,The Ocean,Mike Perry & Shy Martin,Mike Perry,Sony Music
213,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,14,Say You Won't Let Go,James Arthur,James Arthur,Sony Music
214,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,15,All We Know,Chainsmokers & Phoebe Ryan,Chainsmokers,Sony Music
215,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,16,Rockabye,Clean Bandit & Sean Paul & Anne-Marie,Clean Bandit,Warner Music
216,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,17,Lost On You,Lp,Lp,Universal Music
217,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,18,Cheap Thrills,Sia,Sia,Sony Music
218,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,19,Side To Side,Ariana Grande & Nicki Minaj,Ariana Grande,Universal Music
219,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,20,Starving,Hailee Steinfeld & Zedd & Grey,Hailee Steinfeld,Universal Music
220,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,21,Sucker For Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons,Lil Wayne,Warner Music
221,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,22,Mercy,Shawn Mendes,Shawn Mendes,Universal Music
222,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,23,XXXXX_10 minút,Nerieš & Dms,Nerieš,Nan
223,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,24,Hymn For The Weekend,Coldplay,Coldplay,Warner Music
224,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,25,Final Song,Mo,Mo,Sony Music
225,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,26,Perfect Strangers,Jonas Blue,Jonas Blue,Universal Music
226,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,27,Fake Love,Drake,Drake,Universal Music
227,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,28,Would I Lie To You,David Guetta  & Chris Willis,David Guetta,Warner Music
228,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,29,Can´t Stop The Feeling!,Justin Timberlake,Justin Timberlake,Sony Music
229,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,30,Call On Me - Ryan Riback Remix,Starley,Starley,Nan
230,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,31,Ain't My Fault,Zara Larsson,Zara Larsson,Sony Music
231,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,32,Tempo,Dj Wich & Kali & Separ,Dj Wich,Nan
232,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,33,Don't Let Me Down,Chainsmokers,Chainsmokers,Sony Music
233,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,34,Cool Girl,Tove Lo,Tove Lo,Universal Music
234,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,35,Shout Out to My Ex,Little Mix,Little Mix,Sony Music
235,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,36,We Don't Talk Anymore,Charlie Puth & Selena Gomez,Charlie Puth,Warner Music
236,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,37,This Is What You Came For,Calvin Harris & Rihanna,Calvin Harris,Sony Music
237,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,38,Alarm,Anne-Marie,Anne-Marie,Warner Music
238,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,39,Million Reasons,Lady Gaga,Lady Gaga,Universal Music
239,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,40,One Dance,Drake,Drake,Universal Music
240,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,41,Sofia,Alvaro Soler,Alvaro Soler,Universal Music
241,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,42,Scars To Your Beautiful,Alessia Cara,Alessia Cara,Universal Music
242,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,43,I Took A Pill In Ibiza (SeeB Remix),Mike Posner,Mike Posner,Universal Music
243,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,44,Ride,Twenty One Pilots,Twenty One Pilots,Warner Music
244,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,45,Setting Fires,Chainsmokers & Xylo,Chainsmokers,Sony Music
245,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,46,Faded,Alan Walker,Alan Walker,Sony Music
246,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,47,Capsize,Frenship & Emily Warren,Frenship,Sony Music
247,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,48,Still Falling For You,Ellie Goulding,Ellie Goulding,Universal Music
248,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,49,Let Me Hold You (Turn Me On),Cheat Codes & Dante Klein,Cheat Codes,Warner Music
249,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,50,False Alarm,The Weeknd,The Weeknd,Universal Music
250,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,51,This Girl,Kungs & Cookin' On 3 Burners & Kylie Auldist,Kungs,Universal Music
251,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,52,Fresh Eyes,Andy Grammer,Andy Grammer,Nan
252,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,53,Trust Nobody,Cashmere Cat & Selena Gomez & Tory Lanez,Cashmere Cat,Universal Music
253,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,54,This Town,Niall Horan,Niall Horan,Universal Music
254,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,55,The Mack,Nevada,Nevada,Universal Music
255,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,56,Stressed Out,Twenty One Pilots,Twenty One Pilots,Warner Music
256,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,57,Perfect Illusion,Lady Gaga,Lady Gaga,Universal Music
257,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,58,You & Me,Marc E. Bassy,Marc E. Bassy,Universal Music
258,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,59,Black Beatles,Rae Sremmurd & Gucci Mane,Rae Sremmurd,Universal Music
259,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,60,In My Mind,Maty Noyes,Maty Noyes,Universal Music
260,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,61,Sing Me To sleep,Alan Walker,Alan Walker,Sony Music
261,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,62,Please Don't Go,Joel Adams,Joel Adams,Nan
262,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,63,i hate u i love u,Gnash & Olivia O´Brien,Gnash,Warner Music
263,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,64,Purple Lamborghini,Skrillex & Rick Ross,Skrillex,Warner Music
264,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,65,Dynamite,Nause & Pretty Sister,Nause,Warner Music
265,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,66,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
266,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,67,Light It Up,Major Lazer & Nyla & Fuse Odg,Major Lazer,Warner Music
267,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,68,I Got You,Bebe Rexha,Bebe Rexha,Warner Music
268,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,69,Too Good,Drake & Rihanna,Drake,Universal Music
269,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,70,Panda,Desiigner,Desiigner,Universal Music
270,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,71,Miss You,James Harsey,James Harsey,Universal Music
271,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,72,Sorry,Justin Bieber,Justin Bieber,Universal Music
272,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,73,Podle sebe,Marpo & Rytmus,Marpo,Brainzone
273,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,74,Don't Be So Shy,Imany,Imany,Warner Music
274,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,75,Ocean Drive,Duke Dumont,Duke Dumont,Universal Music
275,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,76,Hallelujah,Pentatonix,Pentatonix,Sony Music
276,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,77,Love On Me,Galantis & Hook N Sling,Galantis,Warner Music
277,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,78,Somebody Else,Vérité,Vérité,Nan
278,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,79,Gold,Kiiara,Kiiara,Warner Music
279,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,80,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
280,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,81,Oh Lord,Mic Lowry,Mic Lowry,Universal Music
281,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,82,Wake Up Where You Are,State Of Sound,State Of Sound,Sony Music
282,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,83,No Money,Galantis,Galantis,Warner Music
283,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,84,Taped Up Heart,Kream,Kream,Warner Music
284,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,85,Púšťam ťa,Kali & Peter Pann,Kali,Kali Records
285,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,86,Lean On,Major Lazer & Dj Snake & Mo,Major Lazer,Warner Music
286,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,87,Jazda,Kali,Kali,Kali Records
287,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,88,Sex,Cheat Codes & Kris Kross Amsterdam,Cheat Codes,Warner Music
288,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,89,Love Me Now,John Legend,John Legend,Sony Music
289,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,90,Kill em with kindness,Selena Gomez,Selena Gomez,Universal Music
290,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,91,Neriešme,Ego & Monika Bagárová,Ego,Nan
291,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,92,By Your Side,Jonas Blue & Raye,Jonas Blue,Universal Music
292,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,93,Hurts So Good,Astrid S,Astrid S,Universal Music
293,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,94,Cake By The Ocean,Dnce,Dnce,Universal Music
294,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,95,Come First,Terror Jr,Terror Jr,Nan
295,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,96,Fast Car,Jonas Blue & Dakota,Jonas Blue,Universal Music
296,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,97,Into You,Ariana Grande,Ariana Grande,Universal Music
297,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,98,Say It,Flume & Tove Lo,Flume,Nan
298,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,99,Raging,Kygo Feat. Kodaline,Kygo,Sony Music
299,SK - SINGLES DIGITAL - TOP 100,2016,45,2016-45,100,Photograph,Ed Sheeran,Ed Sheeran,Warner Music
300,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,1,Human,Rag 'N' Bone Man,Rag 'N' Bone Man,Sony Music
301,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,2,Starboy,The Weeknd & Daft Punk,The Weeknd,Universal Music
302,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,3,My Way,Calvin Harris,Calvin Harris,Sony Music
303,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,4,Let Me Love You,Dj Snake & Justin Bieber,Dj Snake,Universal Music
304,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,5,Closer,Chainsmokers & Halsey,Chainsmokers,Sony Music
305,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,6,The Greatest,Sia & Kendrick Lamar,Sia,Sony Music
306,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,7,Don't Wanna Know,Maroon 5 & Kendrick Lamar,Maroon 5,Universal Music
307,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,8,Rockabye,Clean Bandit & Sean Paul & Anne-Marie,Clean Bandit,Warner Music
308,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,9,Heathens,Twenty One Pilots,Twenty One Pilots,Warner Music
309,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,10,Cold Water,Major Lazer & Justin Bieber & Mo,Major Lazer,Warner Music
310,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,11,In The Name Of Love,Martin Garrix & Bebe Rexha,Martin Garrix,Sony Music
311,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,12,Say You Won't Let Go,James Arthur,James Arthur,Sony Music
312,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,13,Black Beatles,Rae Sremmurd & Gucci Mane,Rae Sremmurd,Universal Music
313,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,14,Would I Lie To You,David Guetta  & Chris Willis,David Guetta,Warner Music
314,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,15,24K Magic,Bruno Mars,Bruno Mars,Warner Music
315,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,16,Treat You Better,Shawn Mendes,Shawn Mendes,Universal Music
316,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,17,Side To Side,Ariana Grande & Nicki Minaj,Ariana Grande,Universal Music
317,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,18,All We Know,Chainsmokers & Phoebe Ryan,Chainsmokers,Sony Music
318,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,19,Ain't My Fault,Zara Larsson,Zara Larsson,Sony Music
319,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,20,Mercy,Shawn Mendes,Shawn Mendes,Universal Music
320,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,21,Starving,Hailee Steinfeld & Zedd & Grey,Hailee Steinfeld,Universal Music
321,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,22,Sucker For Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons,Lil Wayne,Warner Music
322,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,23,The Ocean,Mike Perry & Shy Martin,Mike Perry,Sony Music
323,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,24,Call On Me - Ryan Riback Remix,Starley,Starley,Nan
324,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,25,Cheap Thrills,Sia,Sia,Sony Music
325,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,26,Perfect Strangers,Jonas Blue,Jonas Blue,Universal Music
326,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,27,Cool Girl,Tove Lo,Tove Lo,Universal Music
327,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,28,Fake Love,Drake,Drake,Universal Music
328,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,29,Hymn For The Weekend,Coldplay,Coldplay,Warner Music
329,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,30,XXXXX_10 minút,Nerieš & Dms,Nerieš,Nan
330,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,31,Shout Out to My Ex,Little Mix,Little Mix,Sony Music
331,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,32,Final Song,Mo,Mo,Sony Music
332,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,33,Can´t Stop The Feeling!,Justin Timberlake,Justin Timberlake,Sony Music
333,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,34,We Don't Talk Anymore,Charlie Puth & Selena Gomez,Charlie Puth,Warner Music
334,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,35,Sofia,Alvaro Soler,Alvaro Soler,Universal Music
335,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,36,Million Reasons,Lady Gaga,Lady Gaga,Universal Music
336,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,37,Don't Let Me Down,Chainsmokers,Chainsmokers,Sony Music
337,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,38,Still Falling For You,Ellie Goulding,Ellie Goulding,Universal Music
338,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,39,One Dance,Drake,Drake,Universal Music
339,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,40,Alarm,Anne-Marie,Anne-Marie,Warner Music
340,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,41,Tempo,Dj Wich & Kali & Separ,Dj Wich,Nan
341,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,42,Ride,Twenty One Pilots,Twenty One Pilots,Warner Music
342,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,43,Don't Be So Shy,Imany,Imany,Warner Music
343,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,44,Setting Fires,Chainsmokers & Xylo,Chainsmokers,Sony Music
344,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,45,The Mack,Nevada,Nevada,Universal Music
345,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,46,Capsize,Frenship & Emily Warren,Frenship,Sony Music
346,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,47,Scars To Your Beautiful,Alessia Cara,Alessia Cara,Universal Music
347,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,48,Let Me Hold You (Turn Me On),Cheat Codes & Dante Klein,Cheat Codes,Warner Music
348,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,49,Love Me Now,John Legend,John Legend,Sony Music
349,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,50,Fresh Eyes,Andy Grammer,Andy Grammer,Nan
350,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,51,I Got You,Bebe Rexha,Bebe Rexha,Warner Music
351,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,52,I Took A Pill In Ibiza (SeeB Remix),Mike Posner,Mike Posner,Universal Music
352,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,53,Trust Nobody,Cashmere Cat & Selena Gomez & Tory Lanez,Cashmere Cat,Universal Music
353,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,54,This Girl,Kungs & Cookin' On 3 Burners & Kylie Auldist,Kungs,Universal Music
354,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,55,This Is What You Came For,Calvin Harris & Rihanna,Calvin Harris,Sony Music
355,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,56,Stressed Out,Twenty One Pilots,Twenty One Pilots,Warner Music
356,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,57,By Your Side,Jonas Blue & Raye,Jonas Blue,Universal Music
357,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,58,Hallelujah,Leonard Cohen,Leonard Cohen,Sony Music
358,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,59,Sing Me To sleep,Alan Walker,Alan Walker,Sony Music
359,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,60,You & Me,Marc E. Bassy,Marc E. Bassy,Universal Music
360,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,61,Panda,Desiigner,Desiigner,Universal Music
361,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,62,Lost On You,Lp,Lp,Universal Music
362,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,63,Dynamite,Nause & Pretty Sister,Nause,Warner Music
363,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,64,Perfect Illusion,Lady Gaga,Lady Gaga,Universal Music
364,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,65,Love On The Brain,Rihanna,Rihanna,Universal Music
365,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,66,This Town,Niall Horan,Niall Horan,Universal Music
366,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,67,Please Don't Go,Joel Adams,Joel Adams,Nan
367,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,68,Faded,Alan Walker,Alan Walker,Sony Music
368,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,69,Sorry,Justin Bieber,Justin Bieber,Universal Music
369,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,70,Love Yourself,Justin Bieber,Justin Bieber,Universal Music
370,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,71,False Alarm,The Weeknd,The Weeknd,Universal Music
371,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,72,i hate u i love u,Gnash & Olivia O´Brien,Gnash,Warner Music
372,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,73,Too Good,Drake & Rihanna,Drake,Universal Music
373,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,74,On Hold,The Xx,The Xx,Nan
374,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,75,Sunset Lover,Petit Biscuit,Petit Biscuit,Nan
375,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,76,In My Mind,Maty Noyes,Maty Noyes,Universal Music
376,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,77,Ain't Your Mama,Jennifer Lopez,Jennifer Lopez,Sony Music
377,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,78,Lot To Learn,Luke Christopher,Luke Christopher,Sony Music
378,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,79,Wake Up Where You Are,State Of Sound,State Of Sound,Sony Music
379,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,80,Hallelujah,Pentatonix,Pentatonix,Sony Music
380,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,81,Taped Up Heart,Kream,Kream,Warner Music
381,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,82,Miss You,James Harsey,James Harsey,Universal Music
382,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,83,Spirits,Strumbellas,Strumbellas,Universal Music
383,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,84,Oh Lord,Mic Lowry,Mic Lowry,Universal Music
384,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,85,Púšťam ťa,Kali & Peter Pann,Kali,Kali Records
385,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,86,Somebody Else,Vérité,Vérité,Nan
386,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,87,Bad Things,Machine Gun Kelly & Camila Cabello,Machine Gun Kelly,Universal Music
387,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,88,Purple Lamborghini,Skrillex & Rick Ross,Skrillex,Warner Music
388,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,89,You Want It Darker,Leonard Cohen,Leonard Cohen,Sony Music
389,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,90,Love On Me,Galantis & Hook N Sling,Galantis,Warner Music
390,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,91,Send My Love (To Your New Lover),Adele,Adele,Xl Recordings
391,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,92,Love My Life,Robbie Williams,Robbie Williams,Sony Music
392,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,93,Cake By The Ocean,Dnce,Dnce,Universal Music
393,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,94,I Would Like,Zara Larsson,Zara Larsson,Sony Music
394,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,95,Light It Up,Major Lazer & Nyla & Fuse Odg,Major Lazer,Warner Music
395,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,96,Lean On,Major Lazer & Dj Snake & Mo,Major Lazer,Warner Music
396,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,97,Pozor,Rytmus,Rytmus,Nan
397,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,98,Sex,Cheat Codes & Kris Kross Amsterdam,Cheat Codes,Warner Music
398,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,99,No Money,Galantis,Galantis,Warner Music
399,SK - SINGLES DIGITAL - TOP 100,2016,46,2016-46,100,Sexual,Neiked,Neiked,Universal Music
400,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,1,Starboy,The Weeknd & Daft Punk,The Weeknd,Universal Music
401,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,2,Human,Rag 'N' Bone Man,Rag 'N' Bone Man,Sony Music
402,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,3,Closer,Chainsmokers & Halsey,Chainsmokers,Sony Music
403,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,4,Let Me Love You,Dj Snake & Justin Bieber,Dj Snake,Universal Music
404,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,5,My Way,Calvin Harris,Calvin Harris,Sony Music
405,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,6,The Greatest,Sia & Kendrick Lamar,Sia,Sony Music
406,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,7,Black Beatles,Rae Sremmurd & Gucci Mane,Rae Sremmurd,Universal Music
407,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,8,Don't Wanna Know,Maroon 5 & Kendrick Lamar,Maroon 5,Universal Music
408,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,9,Rockabye,Clean Bandit & Sean Paul & Anne-Marie,Clean Bandit,Warner Music
409,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,10,Cold Water,Major Lazer & Justin Bieber & Mo,Major Lazer,Warner Music
410,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,11,In The Name Of Love,Martin Garrix & Bebe Rexha,Martin Garrix,Sony Music
411,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,12,Heathens,Twenty One Pilots,Twenty One Pilots,Warner Music
412,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,13,24K Magic,Bruno Mars,Bruno Mars,Warner Music
413,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,14,I Feel It Coming,The Weeknd & Daft Punk,The Weeknd,Universal Music
414,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,15,Say You Won't Let Go,James Arthur,James Arthur,Sony Music
415,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,16,All We Know,Chainsmokers & Phoebe Ryan,Chainsmokers,Sony Music
416,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,17,Side To Side,Ariana Grande & Nicki Minaj,Ariana Grande,Universal Music
417,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,18,Mercy,Shawn Mendes,Shawn Mendes,Universal Music
418,SK - SINGLES DIGITAL - TOP 100,2016,47,2016-47,19,Sucker For Pain,Lil Wayne & Wiz Khalifa & Imagine Dragons,Lil Wayne,Warner Music
