,hitparada,rok,tyden,pozice,album,interpret,interpret_hlavni,vydavatel
198757,CZ - ALBUMS CLASSICAL - TOP 10,2023,2,9,Vánoční koledy,Pražští Madrigalisté & M.venhoda,Pražští Madrigalisté,Supraphon
198758,CZ - ALBUMS CLASSICAL - TOP 10,2023,2,10,3 Classics Albums,Rostropovich Mstislav,Rostropovich Mstislav,Universal Music
198969,CZ - ALBUMS CLASSICAL - TOP 10,2023,20,1,Ysaye: Šest sonát pro sólové housle,Daniel Matejča,Daniel Matejča,Supraphon
198970,CZ - ALBUMS CLASSICAL - TOP 10,2023,20,2,Rachmaninov: Klavírní koncerty (komplet),Symfonický Orchestr Hl.m. Prahy Fok/l.vondráček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
198971,CZ - ALBUMS CLASSICAL - TOP 10,2023,20,3,Antonín Dvořák - Slovanské tance,Čf/bělohlávek,Čf,Ms
198972,CZ - ALBUMS CLASSICAL - TOP 10,2023,20,4,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
198973,CZ - ALBUMS CLASSICAL - TOP 10,2023,20,5,Vivaldi: Čtvero ročních dob,V.hudeček/virtuosi Di Praga/p.kogan,V.hudeček,Supraphon
198974,CZ - ALBUMS CLASSICAL - TOP 10,2023,20,6,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
198975,CZ - ALBUMS CLASSICAL - TOP 10,2023,20,7,Perličky české klasické hudby,Čf/neumann,Čf,Supraphon
198976,CZ - ALBUMS CLASSICAL - TOP 10,2023,20,8,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
198977,CZ - ALBUMS CLASSICAL - TOP 10,2023,20,9,Dagmar Pecková a Ivan Kusnjer Operní árie,Dagmar Pecková/orchestr Nd V Praze/j.štych,Dagmar Pecková,Supraphon
198978,CZ - ALBUMS CLASSICAL - TOP 10,2023,20,10,Codex Jacobides / Praga circa 1600,Jan Čižmár,Jan Čižmár,Supraphon
198979,CZ - ALBUMS CLASSICAL - TOP 10,2023,21,1,Jistebnický kancionál,Tiburtina Ensemble,Tiburtina Ensemble,Supraphon
198980,CZ - ALBUMS CLASSICAL - TOP 10,2023,21,2,Rachmaninov: Klavírní koncerty (komplet),Symfonický Orchestr Hl.m. Prahy Fok/l.vondráček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
198981,CZ - ALBUMS CLASSICAL - TOP 10,2023,21,3,Ysaye: Šest sonát pro sólové housle,Daniel Matejča,Daniel Matejča,Supraphon
198982,CZ - ALBUMS CLASSICAL - TOP 10,2023,21,4,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
198983,CZ - ALBUMS CLASSICAL - TOP 10,2023,21,5,Best of Classics,Různí,Různí,Supraphon
198984,CZ - ALBUMS CLASSICAL - TOP 10,2023,21,6,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
198985,CZ - ALBUMS CLASSICAL - TOP 10,2023,21,7,Farinelli,Cecilia Bartoli,Cecilia Bartoli,Universal Music
198986,CZ - ALBUMS CLASSICAL - TOP 10,2023,21,8,Musici da camera. Hudba Prahy 18. století,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198987,CZ - ALBUMS CLASSICAL - TOP 10,2023,21,9,Ančerl - Gold Edition 2 - Dvořák - Symfonie č. 9,Čf/ančerl,Čf,Supraphon
198988,CZ - ALBUMS CLASSICAL - TOP 10,2023,21,10,Ančerl Gold Edition 33.Mahler: Symfonie č. 9 D dur,Čf/ančerl,Čf,Supraphon
198999,CZ - ALBUMS CLASSICAL - TOP 10,2023,22,1,Cachua Serranita,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
199000,CZ - ALBUMS CLASSICAL - TOP 10,2023,22,2,Best Of Czech Classics,Česká Filharmonie,Česká Filharmonie,Supraphon
199001,CZ - ALBUMS CLASSICAL - TOP 10,2023,22,3,Karel Ančerl - Gold Edition,Čf/ančerl,Čf,Supraphon
199002,CZ - ALBUMS CLASSICAL - TOP 10,2023,22,4,Smetana: Má vlast,Čf/bělohlávek,Čf,Supraphon
199003,CZ - ALBUMS CLASSICAL - TOP 10,2023,22,5,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
199004,CZ - ALBUMS CLASSICAL - TOP 10,2023,22,6,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
199005,CZ - ALBUMS CLASSICAL - TOP 10,2023,22,7,Smetana: Má vlast,Čf/pešek,Čf,Nan
199006,CZ - ALBUMS CLASSICAL - TOP 10,2023,22,8,Ysaye: Šest sonát pro sólové housle,Daniel Matejča,Daniel Matejča,Supraphon
199007,CZ - ALBUMS CLASSICAL - TOP 10,2023,22,9,"Martinů/Nipponari - Kouzelné noci, Česká rapsodie",Fok/bělohlávek,Fok,Supraphon
199008,CZ - ALBUMS CLASSICAL - TOP 10,2023,22,10,"Koncerty (Grieg, Ravel, Prokofjev)",Ivan Moravec,Ivan Moravec,Supraphon
199009,CZ - ALBUMS CLASSICAL - TOP 10,2023,23,1,Rachmaninov: Klavírní koncerty (komplet),Symfonický Orchestr Hl.m. Prahy Fok/l.vondráček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
199010,CZ - ALBUMS CLASSICAL - TOP 10,2023,23,2,Best Of Smetana,Různí,Různí,Supraphon
199011,CZ - ALBUMS CLASSICAL - TOP 10,2023,23,3,Tůma: Requiem,Czech Ensemble Baroque Choir/r. Válek,Czech Ensemble Baroque Choir,Super Projects
199012,CZ - ALBUMS CLASSICAL - TOP 10,2023,23,4,Ysaye: Šest sonát pro sólové housle,Daniel Matejča,Daniel Matejča,Supraphon
199013,CZ - ALBUMS CLASSICAL - TOP 10,2023,23,5,Čtvero ročních dob (Vivaldi/Hudeček-Virtuosi..),Různí,Různí,Supraphon
199014,CZ - ALBUMS CLASSICAL - TOP 10,2023,23,6,Bach: Complete Sonatas & Partitas for Solo Violin,Arthur Grumiaux,Arthur Grumiaux,Universal Music
199015,CZ - ALBUMS CLASSICAL - TOP 10,2023,23,7,Rorate coeli / Advent a Vánoce v barokní Praze,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
199016,CZ - ALBUMS CLASSICAL - TOP 10,2023,23,8,"Dvořák: Requiem, Biblical Songs, Te Deum","Čf/hrůša, Bělohlávek, Martiník",Čf,Decca Music Group
199017,CZ - ALBUMS CLASSICAL - TOP 10,2023,23,9,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
199018,CZ - ALBUMS CLASSICAL - TOP 10,2023,23,10,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
199019,CZ - ALBUMS CLASSICAL - TOP 10,2023,24,1,Michna: Česká mariánská muzika - Lilium mezi trním,Hana Blažíková / Collegium Marianum,Hana Blažíková,Supraphon
199020,CZ - ALBUMS CLASSICAL - TOP 10,2023,24,2,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
199021,CZ - ALBUMS CLASSICAL - TOP 10,2023,24,3,Ančerl Gold Edition 4,Čf/ančerl,Čf,Supraphon
199022,CZ - ALBUMS CLASSICAL - TOP 10,2023,24,4,Mahler: Symphony No. 2,Čf/semjon Byčkov,Čf,Pentatone
199023,CZ - ALBUMS CLASSICAL - TOP 10,2023,24,5,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199024,CZ - ALBUMS CLASSICAL - TOP 10,2023,24,6,Rachmaninov: Klavírní koncerty (komplet),Symfonický Orchestr Hl.m. Prahy Fok/l.vondráček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
199025,CZ - ALBUMS CLASSICAL - TOP 10,2023,24,7,Bach - Cello suites 1-6,Bárta Jiří/j.s.bach,Bárta Jiří,Supraphon
199026,CZ - ALBUMS CLASSICAL - TOP 10,2023,24,8,Má vlast,Čf/kubelík,Čf,Supraphon
199027,CZ - ALBUMS CLASSICAL - TOP 10,2023,24,9,Ysaye: Šest sonát pro sólové housle,Daniel Matejča,Daniel Matejča,Supraphon
199028,CZ - ALBUMS CLASSICAL - TOP 10,2023,24,10,Slovanské tance/A. Dvořák,Čf/mackerras,Čf,Supraphon
199029,CZ - ALBUMS CLASSICAL - TOP 10,2023,25,1,Rachmaninov: Klavírní koncerty (komplet),Symfonický Orchestr Hl.m. Prahy Fok/l.vondráček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
199030,CZ - ALBUMS CLASSICAL - TOP 10,2023,25,2,Best of Classics,Různí,Různí,Supraphon
199031,CZ - ALBUMS CLASSICAL - TOP 10,2023,25,3,Queen of Baroque,Cecilia Bartoli,Cecilia Bartoli,Universal Music
199032,CZ - ALBUMS CLASSICAL - TOP 10,2023,25,4,Ančerl Gold Edition 33.Mahler: Symfonie č. 9 D dur,Čf/ančerl,Čf,Supraphon
199033,CZ - ALBUMS CLASSICAL - TOP 10,2023,25,5,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
199034,CZ - ALBUMS CLASSICAL - TOP 10,2023,25,6,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
199035,CZ - ALBUMS CLASSICAL - TOP 10,2023,25,7,"Schumann: Klavírní kvartety, Pohádková vyprávění",Dvořákovo Klavírní Kvarteto,Dvořákovo Klavírní Kvarteto,Supraphon
199036,CZ - ALBUMS CLASSICAL - TOP 10,2023,25,8,Pavarotti Forever,Luciano Pavarotti,Luciano Pavarotti,Universal Music
199037,CZ - ALBUMS CLASSICAL - TOP 10,2023,25,9,Italská hudba raného baroka,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199038,CZ - ALBUMS CLASSICAL - TOP 10,2023,25,10,Má vlast - Bedřich Smetana,Pkf/jakub Hrůša,Pkf,Supraphon
199039,CZ - ALBUMS CLASSICAL - TOP 10,2023,26,1,Best Of Dvořák,Různí,Různí,Supraphon
199040,CZ - ALBUMS CLASSICAL - TOP 10,2023,26,2,Dvořák v Americe,Různí,Různí,Supraphon
199041,CZ - ALBUMS CLASSICAL - TOP 10,2023,26,3,Dvořák: Slovanské tance,Ústřední Hudba Armády České Republiky/v. Válek,Ústřední Hudba Armády České Republiky,Musicvars
199042,CZ - ALBUMS CLASSICAL - TOP 10,2023,26,4,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199043,CZ - ALBUMS CLASSICAL - TOP 10,2023,26,5,"Villa-Lobos, Gershwin, Torroba, Morel",Pražské Kytarové Kvarteto,Pražské Kytarové Kvarteto,Supraphon
199044,CZ - ALBUMS CLASSICAL - TOP 10,2023,26,6,Vánoční koledy,Pražští Madrigalisté & M.venhoda,Pražští Madrigalisté,Supraphon
199045,CZ - ALBUMS CLASSICAL - TOP 10,2023,26,7,Love in Venice,Rieu Andre,Rieu Andre,Universal Music
199046,CZ - ALBUMS CLASSICAL - TOP 10,2023,26,8,Magic of the Waltz,André Rieu,André Rieu,Universal Music
199047,CZ - ALBUMS CLASSICAL - TOP 10,2023,26,9,Cachua Serranita,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
199048,CZ - ALBUMS CLASSICAL - TOP 10,2023,26,10,Antonín Dvořák - Slovanské tance,Čf/bělohlávek,Čf,Ms
199059,CZ - ALBUMS CLASSICAL - TOP 10,2023,27,1,Il Boemo,Různí,Různí,Warner Music
199060,CZ - ALBUMS CLASSICAL - TOP 10,2023,27,2,Kabeláč: Mysterium času,Sočr/ivanovič,Sočr,Supraphon
199061,CZ - ALBUMS CLASSICAL - TOP 10,2023,27,3,"Dvořák-Novosvětská, Smetana - Vltava",Čf/neumann,Čf,Supraphon
199062,CZ - ALBUMS CLASSICAL - TOP 10,2023,27,4,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199063,CZ - ALBUMS CLASSICAL - TOP 10,2023,27,5,Dvořák: Slovanské tance,Ústřední Hudba Armády České Republiky/v. Válek,Ústřední Hudba Armády České Republiky,Musicvars
199064,CZ - ALBUMS CLASSICAL - TOP 10,2023,27,6,Farinelli,Cecilia Bartoli,Cecilia Bartoli,Universal Music
199065,CZ - ALBUMS CLASSICAL - TOP 10,2023,27,7,Cachua Serranita,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
199066,CZ - ALBUMS CLASSICAL - TOP 10,2023,27,8,Ančerl - Gold Edition 1 - Smetana: Má vlast,Čf/ančerl,Čf,Supraphon
199067,CZ - ALBUMS CLASSICAL - TOP 10,2023,27,9,Ančerl Gold Edition 13. Dvořák: Rekviem,Čf/ančerl,Čf,Supraphon
199068,CZ - ALBUMS CLASSICAL - TOP 10,2023,27,10,Dvořák - Symfonie - komplet,Čf/bělohlávek,Čf,Universal Music
199069,CZ - ALBUMS CLASSICAL - TOP 10,2023,28,1,"Orchestrální dílo I/L.Janáček (Lašské tance,Suita)",Filharmonie Brno/jílek,Filharmonie Brno,Supraphon
199070,CZ - ALBUMS CLASSICAL - TOP 10,2023,28,2,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199071,CZ - ALBUMS CLASSICAL - TOP 10,2023,28,3,Best Of Vivaldi,Různí,Různí,Supraphon
199072,CZ - ALBUMS CLASSICAL - TOP 10,2023,28,4,Nejkrásnější vánoční koledy,Bambini Di Praga/bohumil Kulínský Ml.,Bambini Di Praga,Supraphon
199073,CZ - ALBUMS CLASSICAL - TOP 10,2023,28,5,Ančerl Gold Edition 20. Čajkovskij: Koncert ...,Čf/ančerl,Čf,Supraphon
199074,CZ - ALBUMS CLASSICAL - TOP 10,2023,28,6,Ysaye: Šest sonát pro sólové housle,Daniel Matejča,Daniel Matejča,Supraphon
199075,CZ - ALBUMS CLASSICAL - TOP 10,2023,28,7,Dvořák: Kompletní klavírní dílo,Ivo Kahánek,Ivo Kahánek,Supraphon
199076,CZ - ALBUMS CLASSICAL - TOP 10,2023,28,8,České a moravské barokní varhany III,Jiří Reinberger,Jiří Reinberger,Supraphon
199077,CZ - ALBUMS CLASSICAL - TOP 10,2023,28,9,Brahms: Kvintety op. 34 & 111,Pavel Haas Quartet & B. Giltburg & P. Nikl,Pavel Haas Quartet,Supraphon
199078,CZ - ALBUMS CLASSICAL - TOP 10,2023,28,10,Hornové koncerty,Radek Baborák,Radek Baborák,Supraphon
199079,CZ - ALBUMS CLASSICAL - TOP 10,2023,29,1,"Dvořák: Te Deum, Mše D dur, Biblické písně",Symfonický Orchestr Hl.m. Prahy Fok/v. Smetáček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
199080,CZ - ALBUMS CLASSICAL - TOP 10,2023,29,2,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199081,CZ - ALBUMS CLASSICAL - TOP 10,2023,29,3,Týden nové tvorby 1970,Bohumír Rabas,Bohumír Rabas,Supraphon
199082,CZ - ALBUMS CLASSICAL - TOP 10,2023,29,4,Keltská kytara,Michal Hromek,Michal Hromek,Supraphon
199083,CZ - ALBUMS CLASSICAL - TOP 10,2023,29,5,Il Boemo,Různí,Různí,Warner Music
199084,CZ - ALBUMS CLASSICAL - TOP 10,2023,29,6,Arias,Adam Plachetka,Adam Plachetka,Radioservis
199085,CZ - ALBUMS CLASSICAL - TOP 10,2023,29,7,Ančerl Gold Edition 7. Janáček: Glagolská mše ...,Čf/ančerl,Čf,Supraphon
199086,CZ - ALBUMS CLASSICAL - TOP 10,2023,29,8,Dvořák - Symfonie 4-6,Čf/neumann,Čf,Supraphon
199087,CZ - ALBUMS CLASSICAL - TOP 10,2023,29,9,Talich Special Edition 2. Smetana: Česká píseň ...,Čf/talich,Čf,Supraphon
199088,CZ - ALBUMS CLASSICAL - TOP 10,2023,29,10,"Mahler: Písně, Adagietto",D.pecková/pražský Komor.filhar.orch./j.bělohlávek,D.pecková,Supraphon
198759,CZ - ALBUMS CLASSICAL - TOP 10,2023,3,1,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
198760,CZ - ALBUMS CLASSICAL - TOP 10,2023,3,2,Musici da camera. Hudba Prahy 18. století,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198761,CZ - ALBUMS CLASSICAL - TOP 10,2023,3,3,Rorate coeli / Advent a Vánoce v barokní Praze,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198762,CZ - ALBUMS CLASSICAL - TOP 10,2023,3,4,Nejkrásnější vánoční koledy,Bambini Di Praga/bohumil Kulínský Ml.,Bambini Di Praga,Supraphon
198763,CZ - ALBUMS CLASSICAL - TOP 10,2023,3,5,Zelenka - hudba Prahy 18. století,Collegium Marianum,Collegium Marianum,Supraphon
198764,CZ - ALBUMS CLASSICAL - TOP 10,2023,3,6,Sehling: Vánoce v Pražské katedrále / Hudba Prahy,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198765,CZ - ALBUMS CLASSICAL - TOP 10,2023,3,7,Cachua Serranita,Collegium Marianum/j.semerádová,Collegium Marianum,Supraphon
198766,CZ - ALBUMS CLASSICAL - TOP 10,2023,3,8,Ančerl Gold Edition 7. Janáček: Glagolská mše ...,Čf/ančerl,Čf,Supraphon
198767,CZ - ALBUMS CLASSICAL - TOP 10,2023,3,9,Smetana: Má vlast,Čf/bělohlávek,Čf,Supraphon
198768,CZ - ALBUMS CLASSICAL - TOP 10,2023,3,10,Gustav Mahler: Symphony No. 5,Čf/byčkov,Čf,Pentatone
199089,CZ - ALBUMS CLASSICAL - TOP 10,2023,30,1,Arias,Adam Plachetka,Adam Plachetka,Radioservis
199090,CZ - ALBUMS CLASSICAL - TOP 10,2023,30,2,"Richter: Super flumina Babylonis, Miserere",Czech Ensemble Baroque Choir/r. Válek,Czech Ensemble Baroque Choir,Supraphon
199091,CZ - ALBUMS CLASSICAL - TOP 10,2023,30,3,"Janáček: Glagolská mše, Sinfonietta",Čf/bakala,Čf,Supraphon
199092,CZ - ALBUMS CLASSICAL - TOP 10,2023,30,4,Má vlast,Čf/mackerras,Čf,Supraphon
199093,CZ - ALBUMS CLASSICAL - TOP 10,2023,30,5,České a moravské barokní varhany III,Jiří Reinberger,Jiří Reinberger,Supraphon
199094,CZ - ALBUMS CLASSICAL - TOP 10,2023,30,6,Česká barokní vánoční hudba,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199095,CZ - ALBUMS CLASSICAL - TOP 10,2023,30,7,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199096,CZ - ALBUMS CLASSICAL - TOP 10,2023,30,8,Čajkovskij: Best Of,Různí,Různí,Supraphon
199097,CZ - ALBUMS CLASSICAL - TOP 10,2023,30,9,Best Of Beethoven,Různí,Různí,Supraphon
199098,CZ - ALBUMS CLASSICAL - TOP 10,2023,30,10,Best of Czech Classics,Různí,Různí,Supraphon
199109,CZ - ALBUMS CLASSICAL - TOP 10,2023,31,1,Il Boemo,Různí,Různí,Warner Music
199110,CZ - ALBUMS CLASSICAL - TOP 10,2023,31,2,Brahms: Kvintety op. 34 & 111,Pavel Haas Quartet & B. Giltburg & P. Nikl,Pavel Haas Quartet,Supraphon
199111,CZ - ALBUMS CLASSICAL - TOP 10,2023,31,3,"Poulenc, Martinů: Koncerty pro cembalo a orchestr",Zuzana Růžičková,Zuzana Růžičková,Supraphon
199112,CZ - ALBUMS CLASSICAL - TOP 10,2023,31,4,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
199113,CZ - ALBUMS CLASSICAL - TOP 10,2023,31,5,Magic of the Waltz,André Rieu,André Rieu,Universal Music
199114,CZ - ALBUMS CLASSICAL - TOP 10,2023,31,6,Ančerl - Gold Edition 1 - Smetana: Má vlast,Čf/ančerl,Čf,Supraphon
199115,CZ - ALBUMS CLASSICAL - TOP 10,2023,31,7,Ančerl Gold Edition 23-Šostakovič: Symfonie č. 7,Čf/ančerl,Čf,Supraphon
199116,CZ - ALBUMS CLASSICAL - TOP 10,2023,31,8,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
199117,CZ - ALBUMS CLASSICAL - TOP 10,2023,31,9,"Dvořák:Symfonie č. 8 a 9, Legendy, Slovanské tance",Čf/symfonický Orch. Hl.m. Prahy Fok/ch. Mackerras,Čf,Supraphon
199118,CZ - ALBUMS CLASSICAL - TOP 10,2023,31,10,Talich Special Edition 6-Má vlast,Čf/talich,Čf,Supraphon
199119,CZ - ALBUMS CLASSICAL - TOP 10,2023,32,1,"Kabeláč:Osm preludií pro klavír, Cizokrajné motivy",Jan Bartoš,Jan Bartoš,Supraphon
199120,CZ - ALBUMS CLASSICAL - TOP 10,2023,32,2,"Dvořák: Te Deum, Mše D dur, Biblické písně",Symfonický Orchestr Hl.m. Prahy Fok/v. Smetáček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
199121,CZ - ALBUMS CLASSICAL - TOP 10,2023,32,3,Il Boemo,Různí,Různí,Warner Music
199122,CZ - ALBUMS CLASSICAL - TOP 10,2023,32,4,Reichenauer: Koncerty. Hudba Prahy 18. století,Collegium 1704/v. Luks,Collegium 1704,Super Projects
199123,CZ - ALBUMS CLASSICAL - TOP 10,2023,32,5,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
199124,CZ - ALBUMS CLASSICAL - TOP 10,2023,32,6,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199125,CZ - ALBUMS CLASSICAL - TOP 10,2023,32,7,"Dvořák, A. Smyčcové kvartety G dur, op. 106 ...",Pavel Haas Quartet,Pavel Haas Quartet,Supraphon
199126,CZ - ALBUMS CLASSICAL - TOP 10,2023,32,8,Čtvero ročních dob,Pavel Šporcl,Pavel Šporcl,Supraphon
199127,CZ - ALBUMS CLASSICAL - TOP 10,2023,32,9,Dvořák & Martinů: Klavírní koncerty,Bamberger Symphoniker/j.hrůša/i.kahánek,Bamberger Symphoniker,Supraphon
199128,CZ - ALBUMS CLASSICAL - TOP 10,2023,32,10,Ančerl - Gold Edition 1 - Smetana: Má vlast,Čf/ančerl,Čf,Supraphon
199129,CZ - ALBUMS CLASSICAL - TOP 10,2023,33,1,A. Dvořák - Symfonie č. 6-9 - Z Nového světa,Berliner Philharmoniker/r. Kubelík,Berliner Philharmoniker,Universal Music
199130,CZ - ALBUMS CLASSICAL - TOP 10,2023,33,2,"Dvořák: Te Deum, Mše D dur, Biblické písně",Symfonický Orchestr Hl.m. Prahy Fok/v. Smetáček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
199131,CZ - ALBUMS CLASSICAL - TOP 10,2023,33,3,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
199132,CZ - ALBUMS CLASSICAL - TOP 10,2023,33,4,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199133,CZ - ALBUMS CLASSICAL - TOP 10,2023,33,5,Verdi,Anna Netrebko,Anna Netrebko,Universal Music
199134,CZ - ALBUMS CLASSICAL - TOP 10,2023,33,6,Richter: Requiem,Czech Ensemble Baroque Choir/r. Válek,Czech Ensemble Baroque Choir,Supraphon
199135,CZ - ALBUMS CLASSICAL - TOP 10,2023,33,7,Má vlast,Čf/mackerras,Čf,Supraphon
199136,CZ - ALBUMS CLASSICAL - TOP 10,2023,33,8,"Dvořák - Symfonie 8,9",Čf/mackerras,Čf,Supraphon
199137,CZ - ALBUMS CLASSICAL - TOP 10,2023,33,9,Dvořák - Symfonie 4-6,Čf/neumann,Čf,Supraphon
199138,CZ - ALBUMS CLASSICAL - TOP 10,2023,33,10,A.Dvořák - Koncerty pro violoncello a orchestr,Čf/neumann/sádlo,Čf,Supraphon
199139,CZ - ALBUMS CLASSICAL - TOP 10,2023,34,1,Il Boemo,Různí,Různí,Warner Music
199140,CZ - ALBUMS CLASSICAL - TOP 10,2023,34,2,Dvořák: Symfonie č. 9 e moll - Z Nového světa,Čf/neumann,Čf,Supraphon
199141,CZ - ALBUMS CLASSICAL - TOP 10,2023,34,3,Mahler: Symphony No. 2,Čf/semjon Byčkov,Čf,Pentatone
199142,CZ - ALBUMS CLASSICAL - TOP 10,2023,34,4,Hej Romale,Čhavorenge & Ida Kelarová & Čf& M. Ivanovič,Čhavorenge,Supraphon
199143,CZ - ALBUMS CLASSICAL - TOP 10,2023,34,5,Carmina Burana,Fok/delogu,Fok,Supraphon
199144,CZ - ALBUMS CLASSICAL - TOP 10,2023,34,6,České a moravské barokní varhany III,Jiří Reinberger,Jiří Reinberger,Supraphon
199145,CZ - ALBUMS CLASSICAL - TOP 10,2023,34,7,"Classic, Acoustic & Folk",Lenka Filipová,Lenka Filipová,Universal Music
199146,CZ - ALBUMS CLASSICAL - TOP 10,2023,34,8,Baroque Music in Prague,Musica Antiqua Praha,Musica Antiqua Praha,Supraphon
199147,CZ - ALBUMS CLASSICAL - TOP 10,2023,34,9,Dvořák v Americe,Různí,Různí,Supraphon
199148,CZ - ALBUMS CLASSICAL - TOP 10,2023,34,10,Mozart/Rejcha/Kukal - Klarinetové kvintety,Různí,Různí,Supraphon
199149,CZ - ALBUMS CLASSICAL - TOP 10,2023,35,1,The Many Passions of Leoš Janáček,Různí,Různí,Supraphon
199150,CZ - ALBUMS CLASSICAL - TOP 10,2023,35,2,Smetana - Má vlast,Čf/neumann,Čf,Supraphon
199151,CZ - ALBUMS CLASSICAL - TOP 10,2023,35,3,"Dvořák: Te Deum, Mše D dur, Biblické písně",Symfonický Orchestr Hl.m. Prahy Fok/v. Smetáček,Symfonický Orchestr Hl.m. Prahy Fok,Supraphon
199152,CZ - ALBUMS CLASSICAL - TOP 10,2023,35,4,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
199153,CZ - ALBUMS CLASSICAL - TOP 10,2023,35,5,Ančerl Gold Edition 20. Čajkovskij: Koncert ...,Čf/ančerl,Čf,Supraphon
199154,CZ - ALBUMS CLASSICAL - TOP 10,2023,35,6,Smetana: Má vlast,Čf/bělohlávek,Čf,Supraphon
199155,CZ - ALBUMS CLASSICAL - TOP 10,2023,35,7,Dvořák - Symfonie 1-3,Čf/neumann,Čf,Supraphon
199156,CZ - ALBUMS CLASSICAL - TOP 10,2023,35,8,Smetana: Má vlast,Čf/pešek,Čf,Nan
199157,CZ - ALBUMS CLASSICAL - TOP 10,2023,35,9,Franz Schubert : Complete Impromptus,F. Schubert/a. Brendel,F. Schubert,Universal Music
199158,CZ - ALBUMS CLASSICAL - TOP 10,2023,35,10,The Best of Celtic Guitar,Hromek Michal,Hromek Michal,Supraphon
199169,CZ - ALBUMS CLASSICAL - TOP 10,2023,36,1,Má vlast,Čf/kubelík,Čf,Supraphon
199170,CZ - ALBUMS CLASSICAL - TOP 10,2023,36,2,The Many Passions of Leoš Janáček,Různí,Různí,Supraphon
199171,CZ - ALBUMS CLASSICAL - TOP 10,2023,36,3,Best of Classics,Různí,Různí,Supraphon
199172,CZ - ALBUMS CLASSICAL - TOP 10,2023,36,4,Beethoven: Kompletní klavírní tria,Sukovo Trio,Sukovo Trio,Supraphon
199173,CZ - ALBUMS CLASSICAL - TOP 10,2023,36,5,"Mozart,Salieri: Molieri (Mozart and Salieri Arias)",Adam Plachetka/czech Ensemble Baroque Orchestra,Adam Plachetka,Pentatone
199174,CZ - ALBUMS CLASSICAL - TOP 10,2023,36,6,Magic of the Waltz,André Rieu,André Rieu,Universal Music
